145,T7Run145 Project Analysis,Reconstruction,361215680,75.73000336,2.49000001
146,T7Run146 Project Analysis,Reconstruction,340191744,75.68000031,2.49000001
147,T7Run147 Project Analysis,Reconstruction,291047488,70.86000061,2.5
148,T7Run148 Project Analysis,Reconstruction,40856456,34.61000061,2.880000114
149,T7Run149 Project Analysis,Reconstruction,42185176,35.63000107,2.880000114
150,T7Run150 Project Analysis,Reconstruction,41395372,35.11000061,2.880000114
151,T7Run151 Project Analysis,Reconstruction,42700544,36.54000092,2.880000114
152,T7Run152 Project Analysis,Reconstruction,39550100,35.38999939,2.880000114
153,T7Run153 Project Analysis,Reconstruction,35555440,33.93000031,2.880000114
154,T7Run154 Project Analysis,Reconstruction,27637430,30.35000038,2.880000114
155,T7Run155 Project Analysis,Reconstruction,298012608,117.5299988,2.950000048
156,T7Run156 Project Analysis,Reconstruction,302252224,122.7099991,2.950000048
157,T7Run157 Project Analysis,Reconstruction,299577664,120.3799973,2.950000048
158,T7Run158 Project Analysis,Reconstruction,301254368,128.2599945,2.950000048
159,T7Run159 Project Analysis,Reconstruction,281797376,124.0899963,2.950000048
160,T7Run160 Project Analysis,Reconstruction,260644400,120.0999985,2.950000048
161,T7Run161 Project Analysis,Reconstruction,216971072,107.5899963,2.950000048
162,T7Run162 Project Analysis,Reconstruction,1126790784,318.5,3.089999914
163,T7Run163 Project Analysis,Reconstruction,1130811520,333.5899963,3.089999914
164,T7Run164 Project Analysis,Reconstruction,1127917696,326.269989,3.089999914
165,T7Run165 Project Analysis,Reconstruction,1112762240,349.1600037,3.089999914
166,T7Run166 Project Analysis,Reconstruction,1031216192,338.3699951,3.089999914
167,T7Run167 Project Analysis,Reconstruction,958498624,325.1000061,3.089999914
168,T7Run168 Project Analysis,Reconstruction,795916736,290.1300049,3.089999914
169,T7Run169 Project Analysis,Reconstruction,98558224,67.30000305,3.430000067
170,T7Run170 Project Analysis,Reconstruction,99012528,68.58000183,3.430000067
171,T7Run171 Project Analysis,Reconstruction,98553208,67.59999847,3.430000067
172,T7Run172 Project Analysis,Reconstruction,97084736,68.76999664,3.430000067
173,T7Run173 Project Analysis,Reconstruction,89186256,66.47000122,3.430000067
174,T7Run174 Project Analysis,Reconstruction,80959760,61.50999832,3.430000067
175,T7Run175 Project Analysis,Reconstruction,64311596,54.06999969,3.430000067
176,T7Run176 Project Analysis,Reconstruction,544158272,281.7399902,3.569999933
177,T7Run177 Project Analysis,Reconstruction,543508672,287.4899902,3.569999933
178,T7Run178 Project Analysis,Reconstruction,543396544,282.7799988,3.569999933
179,T7Run179 Project Analysis,Reconstruction,531298880,287.5299988,3.569999933
180,T7Run180 Project Analysis,Reconstruction,489633280,277.5,3.569999933
181,T7Run181 Project Analysis,Reconstruction,452760736,251.6999969,3.569999933
182,T7Run182 Project Analysis,Reconstruction,370770144,217.8099976,3.569999933
183,T7Run183 Project Analysis,Reconstruction,1639195264,-9999.990234,3.819999933
184,T7Run184 Project Analysis,Reconstruction,1630996992,-9999.990234,3.819999933
185,T7Run185 Project Analysis,Reconstruction,1635720576,-9999.990234,3.819999933
186,T7Run186 Project Analysis,Reconstruction,1588363392,-9999.990234,3.829999924
187,T7Run187 Project Analysis,Reconstruction,1455600768,-9999.990234,3.829999924
188,T7Run188 Project Analysis,Reconstruction,1356557184,836.6099854,3.829999924
189,T7Run189 Project Analysis,Reconstruction,1110798848,701.5200195,3.829999924
190,T7Run190 Project Analysis,Reconstruction,138079264,108.0899963,3.960000038
191,T7Run191 Project Analysis,Reconstruction,137525792,108.6299973,3.960000038
192,T7Run192 Project Analysis,Reconstruction,137780800,108.0400009,3.960000038
193,T7Run193 Project Analysis,Reconstruction,133787984,107.1900024,3.960000038
194,T7Run194 Project Analysis,Reconstruction,121580232,101.4800034,3.960000038
195,T7Run195 Project Analysis,Reconstruction,111906368,93.62000275,3.960000038
196,T7Run196 Project Analysis,Reconstruction,88705680,79.26999664,3.960000038
197,T7Run197 Project Analysis,Reconstruction,657693120,456.0700073,4.090000153
198,T7Run198 Project Analysis,Reconstruction,654290176,457.9100037,4.090000153
199,T7Run199 Project Analysis,Reconstruction,656240384,455.7200012,4.090000153
200,T7Run200 Project Analysis,Reconstruction,636765952,450.8800049,4.090000153
201,T7Run201 Project Analysis,Reconstruction,581679552,423.25,4.090000153
202,T7Run202 Project Analysis,Reconstruction,542394624,389.769989,4.090000153
203,T7Run203 Project Analysis,Reconstruction,441444672,324.2000122,4.090000153
204,T7Run204 Project Analysis,Reconstruction,1800963840,-9999.990234,4.349999905
205,T7Run205 Project Analysis,Reconstruction,1788862336,-9999.990234,4.349999905
206,T7Run206 Project Analysis,Reconstruction,1796587392,-9999.990234,4.349999905
207,T7Run207 Project Analysis,Reconstruction,1738099968,-9999.990234,4.349999905
208,T7Run208 Project Analysis,Reconstruction,1584833920,-9999.990234,4.349999905
209,T7Run209 Project Analysis,Reconstruction,1483684736,-9999.990234,4.349999905
210,T7Run210 Project Analysis,Reconstruction,1212364800,-9999.990234,4.349999905
211,T7Run211 Project Analysis,Reconstruction,4384027.5,14.89000034,2.339999914
212,T7Run212 Project Analysis,Reconstruction,5383668.5,15.5,2.339999914
213,T7Run213 Project Analysis,Reconstruction,4857349,15.18000031,2.339999914
214,T7Run214 Project Analysis,Reconstruction,6212419,15.96000004,2.339999914
215,T7Run215 Project Analysis,Reconstruction,5112136,15.31999969,2.339999914
216,T7Run216 Project Analysis,Reconstruction,4109120.5,14.77000046,2.339999914
217,T7Run217 Project Analysis,Reconstruction,1186834.38,12.85999966,2.339999914
218,T7Run218 Project Analysis,Reconstruction,136792720,40.90999985,2.390000105
219,T7Run219 Project Analysis,Reconstruction,140309520,41.68999863,2.390000105
220,T7Run220 Project Analysis,Reconstruction,138367792,41.27999878,2.390000105
221,T7Run221 Project Analysis,Reconstruction,142044416,42.29999924,2.390000105
222,T7Run222 Project Analysis,Reconstruction,133478896,41.22999954,2.390000105
223,T7Run223 Project Analysis,Reconstruction,124794880,40.70999908,2.390000105
224,T7Run224 Project Analysis,Reconstruction,104231256,38.02999878,2.390000105
225,T7Run225 Project Analysis,Reconstruction,546507136,74.62000275,2.539999962
226,T7Run226 Project Analysis,Reconstruction,555939840,76.98000336,2.539999962
227,T7Run227 Project Analysis,Reconstruction,551011712,75.73999786,2.539999962
228,T7Run228 Project Analysis,Reconstruction,559498752,79.59999847,2.539999962
229,T7Run229 Project Analysis,Reconstruction,528083552,78.25,2.539999962
230,T7Run230 Project Analysis,Reconstruction,496761280,78.23000336,2.539999962
231,T7Run231 Project Analysis,Reconstruction,423282688,74.05999756,2.549999952
232,T7Run232 Project Analysis,Reconstruction,4985023,15.22999954,2.339999914
233,T7Run233 Project Analysis,Reconstruction,5992328,15.81999969,2.339999914
234,T7Run234 Project Analysis,Reconstruction,5456690,15.52000046,2.339999914
235,T7Run235 Project Analysis,Reconstruction,6811232.5,16.29000092,2.339999914
236,T7Run236 Project Analysis,Reconstruction,5686381,15.63000011,2.339999914
237,T7Run237 Project Analysis,Reconstruction,4610972,15.05000019,2.339999914
238,T7Run238 Project Analysis,Reconstruction,1607035.38,13.14000034,2.339999914
239,T7Run239 Project Analysis,Reconstruction,148294144,43.02999878,2.390000105
240,T7Run240 Project Analysis,Reconstruction,151893408,43.86000061,2.390000105
241,T7Run241 Project Analysis,Reconstruction,149891136,43.43999863,2.390000105
