Run,Run Title,Alternative,NPV,IRR,AVE_IRI
174,T7Run174 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.89000034
175,T7Run175 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.89999962
176,T7Run176 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.77000046
177,T7Run177 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.77000046
178,T7Run178 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.77000046
179,T7Run179 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.77999973
180,T7Run180 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.77999973
181,T7Run181 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.77999973
182,T7Run182 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.77999973
183,T7Run183 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
184,T7Run184 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
185,T7Run185 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
186,T7Run186 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
187,T7Run187 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
188,T7Run188 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
189,T7Run189 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
190,T7Run190 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
191,T7Run191 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
192,T7Run192 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
193,T7Run193 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
194,T7Run194 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
195,T7Run195 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
196,T7Run196 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.61999989
197,T7Run197 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.03999996
198,T7Run198 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.03999996
199,T7Run199 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.03999996
200,T7Run200 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.03999996
201,T7Run201 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.03999996
