Run Title,Alternative,NPV,IRR,AVE_IRI,
T5Run173 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.82999992,346
T5Run174 Project Analysis,Reconstruction,100911120,76.76999664,3.529999971,347
T5Run174 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.82999992,348
T5Run175 Project Analysis,Reconstruction,80122176,66.58999634,3.529999971,349
T5Run175 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.82999992,350
T5Run176 Project Analysis,Reconstruction,724140608,663.6599731,3.99000001,351
T5Run176 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.32999992,352
T5Run177 Project Analysis,Reconstruction,718844032,661.8599854,3.99000001,353
T5Run177 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.32999992,354
T5Run178 Project Analysis,Reconstruction,722306432,662.5100098,3.99000001,355
T5Run178 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.32999992,356
T5Run179 Project Analysis,Reconstruction,698050688,646.9699707,3.99000001,357
T5Run179 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.32999992,358
T5Run180 Project Analysis,Reconstruction,635011840,589.7399902,3.99000001,359
T5Run180 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.32999992,360
T5Run181 Project Analysis,Reconstruction,593766336,553.8599854,3.99000001,361
T5Run181 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.32999992,362
T5Run182 Project Analysis,Reconstruction,483184768,458.2600098,4,363
T5Run182 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.32999992,364
T5Run183 Project Analysis,Reconstruction,1858164992,-9999.990234,4.980000019,365
T5Run183 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.27999973,366
T5Run184 Project Analysis,Reconstruction,1843417216,-9999.990234,4.980000019,367
T5Run184 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.27999973,368
T5Run185 Project Analysis,Reconstruction,1853288448,-9999.990234,4.980000019,369
T5Run185 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.27999973,370
T5Run186 Project Analysis,Reconstruction,1789309312,-9999.990234,4.980000019,371
T5Run186 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.27999973,372
T5Run187 Project Analysis,Reconstruction,1630810368,-9999.990234,4.980000019,373
T5Run187 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.27999973,374
T5Run188 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.27999973,375
T5Run188 Project Analysis,Reseal,1143651200,-9999.990234,11.90999985,376
T5Run189 Project Analysis,Reconstruction,1245838848,-9999.990234,4.980000019,377
T5Run189 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.27999973,378
T5Run190 Project Analysis,Reconstruction,148740880,122.7300034,4.039999962,379
T5Run190 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.97999954,380
T5Run191 Project Analysis,Reconstruction,147958656,123.0100021,4.039999962,381
T5Run191 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.97999954,382
T5Run192 Project Analysis,Reconstruction,148388928,122.6100006,4.039999962,383
T5Run192 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.97999954,384
T5Run193 Project Analysis,Reconstruction,143717056,121.0599976,4.039999962,385
T5Run193 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.97999954,386
T5Run194 Project Analysis,Reconstruction,130195672,113.5199966,4.039999962,387
T5Run194 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.97999954,388
T5Run195 Project Analysis,Reconstruction,120394144,105.5800018,4.039999962,389
T5Run195 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.97999954,390
T5Run196 Project Analysis,Reconstruction,95479640,88.76000214,4.039999962,391
T5Run196 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.97999954,392
T5Run197 Project Analysis,Reconstruction,732136768,718.7399902,4.380000114,393
T5Run197 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.75,394
T5Run198 Project Analysis,Reconstruction,726330496,713.4199829,4.380000114,395
T5Run198 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.75,396
T5Run199 Project Analysis,Reconstruction,730214784,716.9699707,4.380000114,397
T5Run199 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.75,398
T5Run200 Project Analysis,Reconstruction,704744896,692.9299927,4.380000114,399
T5Run200 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.75,400
T5Run201 Project Analysis,Reconstruction,641259072,632.0700073,4.380000114,401
T5Run201 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.75,402
T5Run202 Project Analysis,Reconstruction,599560384,592.7600098,4.380000114,403
T5Run202 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.75,404
T5Run203 Project Analysis,Reconstruction,487275776,484.8599854,4.380000114,405
T5Run203 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.76000023,406
T5Run204 Project Analysis,Reconstruction,1858161536,-9999.990234,4.900000095,407
T5Run204 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.18999958,408
T5Run205 Project Analysis,Reconstruction,1843413760,-9999.990234,4.900000095,409
T5Run205 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.18999958,410
T5Run206 Project Analysis,Reconstruction,1853284992,-9999.990234,4.900000095,411
T5Run206 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.18999958,412
T5Run207 Project Analysis,Reconstruction,1789306240,-9999.990234,4.900000095,413
T5Run207 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.18999958,414
T5Run208 Project Analysis,Reconstruction,1630806912,-9999.990234,4.900000095,415
T5Run208 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.18999958,416
T5Run209 Project Analysis,Reconstruction,1526186624,-9999.990234,4.900000095,417
T5Run209 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.18999958,418
T5Run210 Project Analysis,Reconstruction,1245835520,-9999.990234,4.900000095,419
T5Run210 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.18999958,420
T5Run211 Project Analysis,Reconstruction,23006418,21.53000069,2.369999886,421
T5Run211 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.260000229,422
T5Run212 Project Analysis,Reconstruction,23731464,21.80999947,2.369999886,423
T5Run212 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.260000229,424
T5Run213 Project Analysis,Reconstruction,23313294,21.65999985,2.369999886,425
T5Run213 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.260000229,426
T5Run214 Project Analysis,Reconstruction,23820946,21.92000008,2.369999886,427
T5Run214 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.260000229,428
T5Run215 Project Analysis,Reconstruction,21345828,21.20000076,2.369999886,429
T5Run215 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.269999981,430
T5Run216 Project Analysis,Reconstruction,18820796,20.46999931,2.369999886,431
T5Run216 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.260000229,432
T5Run217 Project Analysis,Reconstruction,13214989,18.52000046,2.369999886,433
T5Run217 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.269999981,434
T5Run218 Project Analysis,Reconstruction,224693984,46.79999924,2.400000095,435
T5Run218 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.340000153,436
T5Run219 Project Analysis,Reconstruction,226789440,47.29000092,2.400000095,437
T5Run219 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.340000153,438
T5Run220 Project Analysis,Reconstruction,225572112,47.02999878,2.400000095,439
T5Run220 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.340000153,440
T5Run221 Project Analysis,Reconstruction,224747504,47.59000015,2.400000095,441
T5Run221 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.340000153,442
T5Run222 Project Analysis,Reconstruction,208607264,46.59999847,2.400000095,443
T5Run222 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.340000153,444
T5Run223 Project Analysis,Reconstruction,193387776,45.65999985,2.400000095,445
T5Run223 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.340000153,446
T5Run224 Project Analysis,Reconstruction,159600720,43.06000137,2.400000095,447
T5Run224 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.340000153,448
T5Run225 Project Analysis,Reconstruction,467340544,53.77000046,2.519999981,449
T5Run225 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.650000095,450
T5Run226 Project Analysis,Reconstruction,470018048,54.20999908,2.519999981,451
T5Run226 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.650000095,452
T5Run227 Project Analysis,Reconstruction,468682496,54,2.519999981,453
T5Run227 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.650000095,454
T5Run228 Project Analysis,Reconstruction,464455200,54.47999954,2.519999981,455
T5Run228 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.650000095,456
T5Run229 Project Analysis,Reconstruction,431045952,53.47999954,2.519999981,457
T5Run229 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.650000095,458
T5Run230 Project Analysis,Reconstruction,401949888,52.68000031,2.519999981,459
T5Run230 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.650000095,460
T5Run231 Project Analysis,Reconstruction,334812352,50.25999832,2.519999981,461
T5Run231 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.650000095,462
T5Run232 Project Analysis,Reconstruction,24234780,21.92000008,2.359999895,463
T5Run232 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.340000153,464
T5Run233 Project Analysis,Reconstruction,24957140,22.20999908,2.359999895,465
T5Run233 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.340000153,466
T5Run234 Project Analysis,Reconstruction,24541872,22.04000092,2.359999895,467
T5Run234 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.340000153,468
T5Run235 Project Analysis,Reconstruction,25038680,22.32999992,2.359999895,469
T5Run235 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.340000153,470
T5Run236 Project Analysis,Reconstruction,22468570,21.60000038,2.359999895,471
T5Run236 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.340000153,472
T5Run237 Project Analysis,Reconstruction,19871866,20.85000038,2.359999895,473
T5Run237 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.340000153,474
T5Run238 Project Analysis,Reconstruction,14097860,18.87999916,2.369999886,475
T5Run238 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.340000153,476
T5Run239 Project Analysis,Reconstruction,227635856,49.22999954,2.410000086,477
T5Run239 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.400000095,478
T5Run240 Project Analysis,Reconstruction,229876896,49.84000015,2.410000086,479
T5Run240 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.400000095,480
T5Run241 Project Analysis,Reconstruction,228603344,49.54999924,2.410000086,481
T5Run241 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.400000095,482
T5Run242 Project Analysis,Reconstruction,227984192,50.22999954,2.410000086,483
T5Run242 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.400000095,484
T5Run243 Project Analysis,Reconstruction,211703408,49.08000183,2.410000086,485
T5Run243 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.400000095,486
T5Run244 Project Analysis,Reconstruction,196529728,48.15999985,2.410000086,487
T5Run244 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.400000095,488
T5Run245 Project Analysis,Reconstruction,162488896,45.29000092,2.410000086,489
T5Run245 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.400000095,490
T5Run246 Project Analysis,Reconstruction,543705472,75.16000366,2.549999952,491
T5Run246 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.130000114,492
T5Run247 Project Analysis,Reconstruction,547891648,76.59999847,2.549999952,493
T5Run247 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.130000114,494
T5Run248 Project Analysis,Reconstruction,545942080,75.94999695,2.549999952,495
T5Run248 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.130000114,496
T5Run249 Project Analysis,Reconstruction,542910464,77.69999695,2.549999952,497
T5Run249 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.130000114,498
T5Run250 Project Analysis,Reconstruction,504630400,75.29000092,2.549999952,499
T5Run250 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.130000114,500
T5Run251 Project Analysis,Reconstruction,472416768,74.51999664,2.549999952,501
T5Run251 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.130000114,502
T5Run252 Project Analysis,Reconstruction,395563616,69.69000244,2.549999952,503
T5Run252 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.130000114,504
T5Run253 Project Analysis,Reconstruction,98922240,51.77999878,2.930000067,505
T5Run253 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.39999962,506
T5Run254 Project Analysis,Reconstruction,99865352,52.93000031,2.930000067,507
T5Run254 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.39999962,508
T5Run255 Project Analysis,Reconstruction,99219096,52.29000092,2.930000067,509
T5Run255 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.39999962,510
T5Run256 Project Analysis,Reconstruction,98612680,53.77999878,2.930000067,511
T5Run256 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.39999962,512
T5Run257 Project Analysis,Reconstruction,90864936,52.22999954,2.930000067,513
T5Run257 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.39999962,514
T5Run258 Project Analysis,Reconstruction,83089768,49.86999893,2.930000067,515
T5Run258 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.39999962,516
T5Run259 Project Analysis,Reconstruction,66555752,45.04000092,2.930000067,517
T5Run259 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.39999962,518
T5Run260 Project Analysis,Reconstruction,724799040,247.3699951,3.049999952,519
T5Run260 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.47000027,520
T5Run261 Project Analysis,Reconstruction,722502336,253.7400055,3.049999952,521
T5Run261 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.47000027,522
T5Run262 Project Analysis,Reconstruction,723758528,249.4199982,3.049999952,523
T5Run262 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.47000027,524
T5Run263 Project Analysis,Reconstruction,704968320,256.8999939,3.049999952,525
T5Run263 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.47000027,526
T5Run264 Project Analysis,Reconstruction,646563648,248.8200073,3.049999952,527
T5Run264 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.47999954,528
T5Run265 Project Analysis,Reconstruction,601732096,232.4199982,3.049999952,529
T5Run265 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.47999954,530
T5Run266 Project Analysis,Reconstruction,492750720,206.3899994,3.049999952,531
T5Run266 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.47999954,532
T5Run267 Project Analysis,Reconstruction,1863664640,548.4099731,3.190000057,533
T5Run267 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.56000042,534
T5Run268 Project Analysis,Reconstruction,1857254656,567.4199829,3.190000057,535
T5Run268 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.56000042,536
T5Run269 Project Analysis,Reconstruction,1860822400,554.7700195,3.190000057,537
T5Run269 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.56000042,538
T5Run270 Project Analysis,Reconstruction,1812097792,578.8699951,3.190000057,539
T5Run270 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.56000042,540
T5Run271 Project Analysis,Reconstruction,1663796224,562.2399902,3.190000057,541
T5Run271 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.56000042,542
T5Run272 Project Analysis,Reconstruction,1550483584,522.0800171,3.190000057,543
T5Run272 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.56000042,544
T5Run273 Project Analysis,Reconstruction,1275251968,463,3.190000057,545
T5Run273 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.56000042,546
T5Run274 Project Analysis,Reconstruction,164826560,98.37999725,3.539999962,547
T5Run274 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.93000031,548
T5Run275 Project Analysis,Reconstruction,164417392,99.41999817,3.539999962,549
T5Run275 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.93000031,550
T5Run276 Project Analysis,Reconstruction,164536656,98.5,3.539999962,551
T5Run276 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.93000031,552
T5Run277 Project Analysis,Reconstruction,160126720,98.75,3.539999962,553
T5Run277 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.93000031,554
T5Run278 Project Analysis,Reconstruction,146213456,94.77999878,3.539999962,555
T5Run278 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.93000031,556
T5Run279 Project Analysis,Reconstruction,134584832,87.58000183,3.539999962,557
T5Run279 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.93000031,558
T5Run280 Project Analysis,Reconstruction,107677160,76.16999817,3.539999962,559
T5Run280 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.93000031,560
T5Run281 Project Analysis,Reconstruction,898482752,748.3300171,4.03000021,561
T5Run281 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.35999966,562
T5Run282 Project Analysis,Reconstruction,891857664,746.2199707,4.03000021,563
T5Run282 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.36999989,564
T5Run283 Project Analysis,Reconstruction,896204800,747.0300293,4.03000021,565
T5Run283 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.35999966,566
T5Run284 Project Analysis,Reconstruction,865799552,727.3200073,4.03000021,567
T5Run284 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.36999989,568
T5Run285 Project Analysis,Reconstruction,788115648,663.4899902,4.039999962,569
T5Run285 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.36999989,570
T5Run286 Project Analysis,Reconstruction,737266560,623.75,4.039999962,571
T5Run286 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.36999989,572
T5Run287 Project Analysis,Reconstruction,600517952,514.8499756,4.039999962,573
T5Run287 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.36999989,574
T5Run288 Project Analysis,Reconstruction,2289139712,-9999.990234,5.039999962,575
T5Run288 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.28999996,576
T5Run289 Project Analysis,Reconstruction,2270883584,-9999.990234,5.039999962,577
T5Run289 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.28999996,578
T5Run290 Project Analysis,Reconstruction,2283104512,-9999.990234,5.039999962,579
T5Run290 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.28999996,580
T5Run291 Project Analysis,Reconstruction,2204266496,-9999.990234,5.039999962,581
T5Run291 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.28999996,582
T5Run292 Project Analysis,Reconstruction,2009473664,-9999.990234,5.039999962,583
T5Run292 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.28999996,584
T5Run293 Project Analysis,Reconstruction,1880729472,-9999.990234,5.039999962,585
T5Run293 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.28999996,586
T5Run294 Project Analysis,Reconstruction,1536166528,-9999.990234,5.039999962,587
T5Run294 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.28999996,588
T5Run295 Project Analysis,Reconstruction,191264608,138.5299988,4.039999962,589
T5Run295 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02000046,590
T5Run296 Project Analysis,Reconstruction,190200512,138.8300018,4.039999962,591
T5Run296 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02000046,592
T5Run297 Project Analysis,Reconstruction,190811680,138.3999939,4.039999962,593
T5Run297 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02000046,594
T5Run298 Project Analysis,Reconstruction,184726240,136.6199951,4.039999962,595
T5Run298 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02000046,596
T5Run299 Project Analysis,Reconstruction,167634432,128.1300049,4.050000191,597
T5Run299 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02000046,598
T5Run300 Project Analysis,Reconstruction,155475184,119.3799973,4.050000191,599
T5Run300 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02000046,600
T5Run301 Project Analysis,Reconstruction,124180744,100.5899963,4.050000191,601
T5Run301 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02000046,602
T5Run302 Project Analysis,Reconstruction,906231104,802.4500122,4.409999847,603
T5Run302 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.77999973,604
T5Run303 Project Analysis,Reconstruction,899056128,796.4899902,4.409999847,605
T5Run303 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.77999973,606
T5Run304 Project Analysis,Reconstruction,903854720,800.4500122,4.409999847,607
T5Run304 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.77999973,608
T5Run305 Project Analysis,Reconstruction,872440896,773.5499878,4.409999847,609
T5Run305 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.77999973,610
T5Run306 Project Analysis,Reconstruction,794242112,705.6300049,4.409999847,611
T5Run306 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.78999996,612
T5Run307 Project Analysis,Reconstruction,742734208,661.0300293,4.409999847,613
T5Run307 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.77999973,614
T5Run308 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.78999996,615
T5Run308 Project Analysis,Reseal,228284896,192.0399933,12.65999985,616
T5Run309 Project Analysis,Reconstruction,2289135616,-9999.990234,4.960000038,617
T5Run309 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.19999981,618
T5Run310 Project Analysis,Reconstruction,2270879488,-9999.990234,4.960000038,619
T5Run310 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.19999981,620
T5Run311 Project Analysis,Reconstruction,2283100672,-9999.990234,4.960000038,621
T5Run311 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.19999981,622
T5Run312 Project Analysis,Reconstruction,2204262400,-9999.990234,4.960000038,623
T5Run312 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.19999981,624
T5Run313 Project Analysis,Reconstruction,2009469440,-9999.990234,4.960000038,625
T5Run313 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.21000004,626
T5Run314 Project Analysis,Reconstruction,1880725376,-9999.990234,4.960000038,627
T5Run314 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.21000004,628
T5Run315 Project Analysis,Reconstruction,1536162432,-9999.990234,4.960000038,629
T5Run315 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.21000004,630
T5Run316 Project Analysis,Reconstruction,52987256,27.87000084,2.369999886,631
T5Run316 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.880000114,632
T5Run317 Project Analysis,Reconstruction,53713864,28.11000061,2.369999886,633
T5Run317 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.880000114,634
T5Run318 Project Analysis,Reconstruction,53292620,27.96999931,2.369999886,635
T5Run318 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.880000114,636
T5Run319 Project Analysis,Reconstruction,53193104,28.18000031,2.369999886,637
T5Run319 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.880000114,638
T5Run320 Project Analysis,Reconstruction,48399996,27.36000061,2.369999886,639
T5Run320 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.880000114,640
T5Run321 Project Analysis,Reconstruction,44137664,26.61000061,2.369999886,641
T5Run321 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.880000114,642
T5Run322 Project Analysis,Reconstruction,34150532,24.52000046,2.369999886,643
T5Run322 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.880000114,644
T5Run323 Project Analysis,Reconstruction,383657696,55.63999939,2.410000086,645
T5Run323 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.980000019,646
T5Run324 Project Analysis,Reconstruction,385008928,56.11999893,2.410000086,647
T5Run324 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.980000019,648
T5Run325 Project Analysis,Reconstruction,384301920,55.86999893,2.410000086,649
T5Run325 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.980000019,650
T5Run326 Project Analysis,Reconstruction,378909568,56.36999893,2.410000086,651
T5Run326 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.980000019,652
T5Run327 Project Analysis,Reconstruction,350047328,55.22000122,2.410000086,653
T5Run327 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.980000019,654
T5Run328 Project Analysis,Reconstruction,325661472,54.15000153,2.410000086,655
T5Run328 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.980000019,656
T5Run329 Project Analysis,Reconstruction,268397456,51.20000076,2.410000086,657
T5Run329 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.980000019,658
T5Run330 Project Analysis,Reconstruction,753751936,60.75,2.559999943,659
T5Run330 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.039999962,660
T5Run331 Project Analysis,Reconstruction,755035200,61.15999985,2.559999943,661
T5Run331 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.039999962,662
T5Run332 Project Analysis,Reconstruction,754704064,60.97000122,2.559999943,663
T5Run332 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.039999962,664
T5Run333 Project Analysis,Reconstruction,742512256,61.38999939,2.559999943,665
T5Run333 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.039999962,666
T5Run334 Project Analysis,Reconstruction,685851328,60.27000046,2.559999943,667
T5Run334 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.039999962,668
T5Run335 Project Analysis,Reconstruction,640476544,59.41999817,2.559999943,669
T5Run335 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.039999962,670
T5Run336 Project Analysis,Reconstruction,531767392,56.79000092,2.559999943,671
T5Run336 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.039999962,672
T5Run337 Project Analysis,Reconstruction,54365480,28.18000031,2.369999886,673
T5Run337 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.940000057,674
T5Run338 Project Analysis,Reconstruction,55099516,28.44000053,2.369999886,675
T5Run338 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.940000057,676
T5Run339 Project Analysis,Reconstruction,54673628,28.29999924,2.369999886,677
T5Run339 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.940000057,678
T5Run340 Project Analysis,Reconstruction,54548372,28.51000023,2.369999886,679
T5Run340 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.940000057,680
T5Run341 Project Analysis,Reconstruction,49659860,27.67000008,2.369999886,681
T5Run341 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.940000057,682
T5Run342 Project Analysis,Reconstruction,45323944,26.90999985,2.369999886,683
T5Run342 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.940000057,684
T5Run343 Project Analysis,Reconstruction,35123536,24.79999924,2.369999886,685
T5Run343 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.940000057,686
T5Run344 Project Analysis,Reconstruction,383239392,58.61999893,2.430000067,687
T5Run344 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.010000229,688
T5Run345 Project Analysis,Reconstruction,384898144,59.27000046,2.430000067,689
T5Run345 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.010000229,690
T5Run346 Project Analysis,Reconstruction,384033728,58.93999863,2.430000067,691
T5Run346 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.010000229,692
T5Run347 Project Analysis,Reconstruction,379108736,59.65999985,2.430000067,693
