Run Title,Alternative,NPV,IRR,AVE_IRI
T3Run365 Project Analysis,Upgrade,95407192,190.8699951,5.349999905
T3Run366 Project Analysis,Upgrade,92481352,185.8300018,5.21999979
T3Run367 Project Analysis,Upgrade,97253552,194.1000061,5.409999847
T3Run368 Project Analysis,Upgrade,94313736,189.2899933,5.269999981
T3Run369 Project Analysis,Upgrade,96020304,192.5299988,5.269999981
T3Run370 Project Analysis,Upgrade,105984480,209.7700043,5.659999847
T3Run371 Project Analysis,Upgrade,116338904,230.4100037,5.760000229
T3Run372 Project Analysis,Upgrade,451040416,-9999.990234,7.329999924
T3Run373 Project Analysis,Upgrade,437124448,883.0300293,7.139999866
T3Run374 Project Analysis,Upgrade,459773440,-9999.990234,7.429999828
T3Run375 Project Analysis,Upgrade,445541280,899.1400146,7.21999979
T3Run376 Project Analysis,Upgrade,453331680,-9999.990234,7.210000038
T3Run377 Project Analysis,Upgrade,500646656,-9999.990234,7.829999924
T3Run378 Project Analysis,Upgrade,547071552,-9999.990234,7.96999979
T3Run379 Project Analysis,Upgrade,37255932,81.05000305,5.019999981
T3Run380 Project Analysis,Upgrade,36058724,79.18000031,4.929999828
T3Run381 Project Analysis,Upgrade,38014780,82.26999664,5.070000172
T3Run382 Project Analysis,Upgrade,36809612,80.45999908,4.960000038
T3Run383 Project Analysis,Upgrade,37546156,81.83999634,4.960000038
T3Run384 Project Analysis,Upgrade,41611532,88.12999725,5.239999771
T3Run385 Project Analysis,Upgrade,46188768,97.31999969,5.309999943
T3Run386 Project Analysis,Upgrade,96891272,192.6000061,5.510000229
T3Run387 Project Analysis,Upgrade,93911728,187.5500031,5.389999866
T3Run388 Project Analysis,Upgrade,98766512,195.8300018,5.579999924
T3Run389 Project Analysis,Upgrade,95726224,190.7700043,5.429999828
T3Run390 Project Analysis,Upgrade,97429480,194.0200043,5.420000076
T3Run391 Project Analysis,Upgrade,107570040,211.2799988,5.820000172
T3Run392 Project Analysis,Upgrade,117802192,231.5800018,5.909999847
T3Run393 Project Analysis,Upgrade,464855520,-9999.990234,6.800000191
T3Run394 Project Analysis,Upgrade,450867744,883.1900024,6.610000134
T3Run395 Project Analysis,Upgrade,473627072,-9999.990234,6.900000095
T3Run396 Project Analysis,Upgrade,459302976,899.2000122,6.690000057
T3Run397 Project Analysis,Upgrade,467088992,-9999.990234,6.670000076
T3Run398 Project Analysis,Upgrade,514638752,-9999.990234,7.289999962
