Run,Run Title,Alternative,NPV,IRR,AVE_IRI
88,T4Run88 Project Analysis,Reseal,44729080,60.29000092,11.82999992
89,T4Run89 Project Analysis,Reseal,38226040,56.95999908,11.82999992
90,T4Run90 Project Analysis,Reseal,35770676,52.83000183,11.82999992
91,T4Run91 Project Analysis,Reseal,25965410,44.97999954,11.82999992
92,T4Run92 Project Analysis,Reseal,310557696,250.25,12.55000019
93,T4Run93 Project Analysis,Reseal,302286560,246.8399963,12.55000019
94,T4Run94 Project Analysis,Reseal,308299840,247.6300049,12.55000019
95,T4Run95 Project Analysis,Reseal,287007008,237.5500031,12.55000019
96,T4Run96 Project Analysis,Reseal,251420384,227.6300049,12.55000019
97,T4Run97 Project Analysis,Reseal,240025152,206.25,12.55000019
98,T4Run98 Project Analysis,Reseal,188638352,178.6799927,12.55000019
99,T4Run99 Project Analysis,Reseal,804373632,-9999.990234,13.39999962
100,T4Run100 Project Analysis,Reseal,782831744,-9999.990234,13.39999962
101,T4Run101 Project Analysis,Reseal,798976704,-9999.990234,13.39999962
102,T4Run102 Project Analysis,Reseal,743392640,882.0100098,13.39999962
103,T4Run103 Project Analysis,Reseal,652639488,835.4000244,13.39999962
104,T4Run104 Project Analysis,Reseal,626684864,746.0700073,13.39999962
105,T4Run105 Project Analysis,Reseal,495062016,620.8400269,13.39999962
106,T4Run106 Project Analysis,Reseal,7041198,20.54999924,4.210000038
107,T4Run107 Project Analysis,Reseal,7202043,20.73999977,4.210000038
108,T4Run108 Project Analysis,Reseal,7032989,20.57999992,4.210000038
109,T4Run109 Project Analysis,Reseal,7058425.5,20.71999931,4.210000038
110,T4Run110 Project Analysis,Reseal,6444687,20.25,4.210000038
111,T4Run111 Project Analysis,Reseal,5058548,18.92000008,4.210000038
112,T4Run112 Project Analysis,Reseal,3201418.75,16.90999985,4.210000038
113,T4Run113 Project Analysis,Reseal,99863888,51.66999817,3.910000086
114,T4Run114 Project Analysis,Reseal,100828128,52.15000153,3.910000086
115,T4Run115 Project Analysis,Reseal,100016400,51.95999908,3.910000086
116,T4Run116 Project Analysis,Reseal,99840728,52.66999817,3.910000086
117,T4Run117 Project Analysis,Reseal,93802448,52.31999969,3.910000086
118,T4Run118 Project Analysis,Reseal,85183016,51.08000183,3.910000086
119,T4Run119 Project Analysis,Reseal,70624488,49.22999954,3.910000086
120,T4Run120 Project Analysis,Reseal,207394384,51.33000183,3.930000067
121,T4Run121 Project Analysis,Reseal,207756720,51.36999893,3.930000067
122,T4Run122 Project Analysis,Reseal,206909376,51.40000153,3.930000067
123,T4Run123 Project Analysis,Reseal,203307616,51.45000076,3.930000067
124,T4Run124 Project Analysis,Reseal,189455328,51.47999954,3.930000067
125,T4Run125 Project Analysis,Reseal,172753152,50.27999878,3.930000067
126,T4Run126 Project Analysis,Reseal,142318432,49.36000061,3.930000067
127,T4Run127 Project Analysis,Reseal,7685472.5,21.20000076,4.179999828
128,T4Run128 Project Analysis,Reseal,7862689,21.42000008,4.179999828
129,T4Run129 Project Analysis,Reseal,7686560,21.25,4.179999828
130,T4Run130 Project Analysis,Reseal,7731960.5,21.43000031,4.179999828
131,T4Run131 Project Analysis,Reseal,7080586,20.94000053,4.179999828
132,T4Run132 Project Analysis,Reseal,5659197,19.64999962,4.179999828
133,T4Run133 Project Analysis,Reseal,3718576.5,17.63999939,4.179999828
134,T4Run134 Project Analysis,Reseal,93303640,48.20999908,4.199999809
135,T4Run135 Project Analysis,Reseal,93882240,48.59999847,4.199999809
136,T4Run136 Project Analysis,Reseal,93204272,48.43999863,4.199999809
137,T4Run137 Project Analysis,Reseal,92401024,48.95000076,4.199999809
138,T4Run138 Project Analysis,Reseal,86586416,48.68000031,4.199999809
139,T4Run139 Project Analysis,Reseal,78109656,47.33000183,4.199999809
140,T4Run140 Project Analysis,Reseal,64283576,45.56999969,4.199999809
141,T4Run141 Project Analysis,Reseal,233316016,49.61999893,4.619999886
142,T4Run142 Project Analysis,Reseal,231835296,49.54000092,4.619999886
143,T4Run143 Project Analysis,Reseal,231781952,49.56999969,4.619999886
144,T4Run144 Project Analysis,Reseal,224380192,49.38000107,4.619999886
145,T4Run145 Project Analysis,Reseal,207158528,49.34999847,4.619999886
146,T4Run146 Project Analysis,Reseal,187956928,47.93999863,4.619999886
147,T4Run147 Project Analysis,Reseal,152976160,46.86999893,4.619999886
148,T4Run148 Project Analysis,Reseal,43494892,33.15000153,6.590000153
149,T4Run149 Project Analysis,Reseal,43063088,33.38999939,6.590000153
150,T4Run150 Project Analysis,Reseal,43119876,33.18000031,6.590000153
151,T4Run151 Project Analysis,Reseal,41213112,33.29999924,6.590000153
152,T4Run152 Project Analysis,Reseal,37166612,32.50999832,6.590000153
153,T4Run153 Project Analysis,Reseal,32837636,30.87000084,6.590000153
154,T4Run154 Project Analysis,Reseal,24679096,28.17000008,6.590000153
155,T4Run155 Project Analysis,Reseal,421725152,89.55999756,7.059999943
156,T4Run156 Project Analysis,Reseal,415200576,90.43000031,7.059999943
157,T4Run157 Project Analysis,Reseal,418583072,89.91999817,7.059999943
158,T4Run158 Project Analysis,Reseal,397892160,90.94000244,7.059999943
159,T4Run159 Project Analysis,Reseal,359562656,89.61000061,7.059999943
160,T4Run160 Project Analysis,Reseal,333085792,86.45999908,7.059999943
161,T4Run161 Project Analysis,Reseal,266278608,81.48999786,7.059999943
162,T4Run162 Project Analysis,Reseal,1156414848,140.5500031,6.639999866
163,T4Run163 Project Analysis,Reseal,1140461696,143.3800049,6.639999866
164,T4Run164 Project Analysis,Reseal,1148514176,142.3999939,6.639999866
165,T4Run165 Project Analysis,Reseal,1096017536,146.9100037,6.639999866
166,T4Run166 Project Analysis,Reseal,995448960,145.7299957,6.639999866
167,T4Run167 Project Analysis,Reseal,921203520,141.2899933,6.639999866
168,T4Run168 Project Analysis,Reseal,742657728,134.75,6.639999866
169,T4Run169 Project Analysis,Reseal,75299848,56.43000031,9.050000191
170,T4Run170 Project Analysis,Reseal,73579128,56.49000168,9.050000191
171,T4Run171 Project Analysis,Reseal,74525368,56.09999847,9.050000191
172,T4Run172 Project Analysis,Reseal,69697224,55.43999863,9.050000191
173,T4Run173 Project Analysis,Reseal,61552480,53.88999939,9.050000191
174,T4Run174 Project Analysis,Reseal,56436424,49.90000153,9.050000191
175,T4Run175 Project Analysis,Reseal,42982828,44.81999969,9.050000191
176,T4Run176 Project Analysis,Reseal,502642784,285.2000122,10.28999996
177,T4Run177 Project Analysis,Reseal,491574176,288.8900146,10.28999996
178,T4Run178 Project Analysis,Reseal,498348352,283.1300049,10.28999996
179,T4Run179 Project Analysis,Reseal,467890080,284.1499939,10.28999996
180,T4Run180 Project Analysis,Reseal,417134752,278.6799927,10.28999996
181,T4Run181 Project Analysis,Reseal,390420640,249.4499969,10.28999996
182,T4Run182 Project Analysis,Reseal,310022912,223.1100006,10.28999996
183,T4Run183 Project Analysis,Reseal,1471718144,-9999.990234,11.90999985
184,T4Run184 Project Analysis,Reseal,1436029696,-9999.990234,11.90999985
185,T4Run185 Project Analysis,Reseal,1459593856,-9999.990234,11.90999985
186,T4Run186 Project Analysis,Reseal,1365335168,-9999.990234,11.90999985
187,T4Run187 Project Analysis,Reseal,1214278784,-9999.990234,11.90999985
188,T4Run188 Project Analysis,Reseal,1143651200,-9999.990234,11.90999985
189,T4Run189 Project Analysis,Reseal,908754304,-9999.990234,11.90999985
190,T4Run190 Project Analysis,Reseal,54856504,65.69000244,11.84000015
191,T4Run191 Project Analysis,Reseal,53174804,64.75,11.84000015
192,T4Run192 Project Analysis,Reseal,54358144,65.13999939,11.84000015
193,T4Run193 Project Analysis,Reseal,49994688,62.54000092,11.84000015
194,T4Run194 Project Analysis,Reseal,42855640,59.16999817,11.85000038
195,T4Run195 Project Analysis,Reseal,40252900,55.00999832,11.85000038
196,T4Run196 Project Analysis,Reseal,29513252,47.09999847,11.85000038
197,T4Run197 Project Analysis,Reseal,330962432,255.7599945,12.57999992
198,T4Run198 Project Analysis,Reseal,322141280,252.3000031,12.57999992
199,T4Run199 Project Analysis,Reseal,328578496,253.1000061,12.57999992
200,T4Run200 Project Analysis,Reseal,305931616,242.8800049,12.57999992
201,T4Run201 Project Analysis,Reseal,267975184,232.7400055,12.57999992
202,T4Run202 Project Analysis,Reseal,255963408,211.1100006,12.57999992
203,T4Run203 Project Analysis,Reseal,201386336,183.0700073,12.59000015
204,T4Run204 Project Analysis,Reseal,834015424,-9999.990234,13.43999958
205,T4Run205 Project Analysis,Reseal,811386240,-9999.990234,13.43999958
206,T4Run206 Project Analysis,Reseal,828369600,-9999.990234,13.43999958
207,T4Run207 Project Analysis,Reseal,770768896,-9999.990234,13.43999958
208,T4Run208 Project Analysis,Reseal,676376832,852.3099976,13.43999958
209,T4Run209 Project Analysis,Reseal,649536832,761.710022,13.43999958
210,T4Run210 Project Analysis,Reseal,513215648,633.7800293,13.43999958
211,T4Run211 Project Analysis,Reseal,20251590,28.27000046,4.260000229
212,T4Run212 Project Analysis,Reseal,20310536,28.40999985,4.260000229
213,T4Run213 Project Analysis,Reseal,20166060,28.29999924,4.260000229
214,T4Run214 Project Analysis,Reseal,19744680,28.31999969,4.260000229
215,T4Run215 Project Analysis,Reseal,18092560,27.70999908,4.260000229
216,T4Run216 Project Analysis,Reseal,15762639,26.52000046,4.260000229
217,T4Run217 Project Analysis,Reseal,11963084,24.48999977,4.260000229
218,T4Run218 Project Analysis,Reseal,194668512,62.70999908,3.940000057
219,T4Run219 Project Analysis,Reseal,194909168,63.16999817,3.940000057
220,T4Run220 Project Analysis,Reseal,194407040,62.99000168,3.940000057
221,T4Run221 Project Analysis,Reseal,191032880,63.65000153,3.940000057
222,T4Run222 Project Analysis,Reseal,177280512,63.15000153,3.940000057
223,T4Run223 Project Analysis,Reseal,162539856,61.81000137,3.940000057
224,T4Run224 Project Analysis,Reseal,133779800,59.65999985,3.940000057
225,T4Run225 Project Analysis,Reseal,379070496,59.68999863,3.970000029
226,T4Run226 Project Analysis,Reseal,377376384,59.65000153,3.970000029
227,T4Run227 Project Analysis,Reseal,377565536,59.72999954,3.970000029
228,T4Run228 Project Analysis,Reseal,367097792,59.63999939,3.970000029
229,T4Run229 Project Analysis,Reseal,338535552,59.56000137,3.970000029
230,T4Run230 Project Analysis,Reseal,310854016,58.31999969,3.970000029
231,T4Run231 Project Analysis,Reseal,254477872,57.24000168,3.970000029
232,T4Run232 Project Analysis,Reseal,21818942,29.35000038,4.230000019
233,T4Run233 Project Analysis,Reseal,21894316,29.51000023,4.230000019
234,T4Run234 Project Analysis,Reseal,21744636,29.39999962,4.230000019
235,T4Run235 Project Analysis,Reseal,21342560,29.46999931,4.230000019
236,T4Run236 Project Analysis,Reseal,19584052,28.84000015,4.230000019
237,T4Run237 Project Analysis,Reseal,17168568,27.67000008,4.230000019
238,T4Run238 Project Analysis,Reseal,13163097,25.60000038,4.230000019
239,T4Run239 Project Analysis,Reseal,181907040,58.25999832,4.300000191
240,T4Run240 Project Analysis,Reseal,181500512,58.59000015,4.300000191
241,T4Run241 Project Analysis,Reseal,181249648,58.45999908,4.300000191
242,T4Run242 Project Analysis,Reseal,176879664,58.86999893,4.300000191
243,T4Run243 Project Analysis,Reseal,163644688,58.47999954,4.300000191
244,T4Run244 Project Analysis,Reseal,149341600,57,4.300000191
245,T4Run245 Project Analysis,Reseal,122106184,54.97999954,4.300000191
246,T4Run246 Project Analysis,Reseal,367298688,50.70000076,4.730000019
247,T4Run247 Project Analysis,Reseal,362558240,50.34000015,4.730000019
248,T4Run248 Project Analysis,Reseal,364020288,50.45999908,4.730000019
249,T4Run249 Project Analysis,Reseal,347852192,49.75,4.730000019
250,T4Run250 Project Analysis,Reseal,317805504,49.50999832,4.730000019
251,T4Run251 Project Analysis,Reseal,290024512,48.13000107,4.730000019
252,T4Run252 Project Analysis,Reseal,233819184,46.86999893,4.730000019
253,T4Run253 Project Analysis,Reseal,67462904,37.81999969,6.610000134
254,T4Run254 Project Analysis,Reseal,66608280,38.04000092,6.610000134
255,T4Run255 Project Analysis,Reseal,66882780,37.84999847,6.610000134
256,T4Run256 Project Analysis,Reseal,63717388,37.93999863,6.610000134
257,T4Run257 Project Analysis,Reseal,57518044,37.11000061,6.610000134
258,T4Run258 Project Analysis,Reseal,51689720,35.45999908,6.610000134
259,T4Run259 Project Analysis,Reseal,39802812,32.68999863,6.610000134
260,T4Run260 Project Analysis,Reseal,550864448,96.76000214,7.159999847
261,T4Run261 Project Analysis,Reseal,541476800,97.58999634,7.170000076
262,T4Run262 Project Analysis,Reseal,546719616,97.11000061,7.159999847
263,T4Run263 Project Analysis,Reseal,518575136,98.05000305,7.170000076
264,T4Run264 Project Analysis,Reseal,467082336,96.55000305,7.170000076
265,T4Run265 Project Analysis,Reseal,434251040,93.29000092,7.170000076
266,T4Run266 Project Analysis,Reseal,347183584,88.05000305,7.170000076
267,T4Run267 Project Analysis,Reseal,1509230208,149.6900024,6.679999828
268,T4Run268 Project Analysis,Reseal,1486697216,152.5200043,6.679999828
269,T4Run269 Project Analysis,Reseal,1498530688,151.5299988,6.679999828
270,T4Run270 Project Analysis,Reseal,1427135872,156.0099945,6.679999828
271,T4Run271 Project Analysis,Reseal,1292143872,154.6799927,6.679999828
272,T4Run272 Project Analysis,Reseal,1198936064,150.0700073,6.679999828
273,T4Run273 Project Analysis,Reseal,965275648,143.1799927,6.679999828
274,T4Run274 Project Analysis,Reseal,98570864,61.06999969,9.109999657
275,T4Run275 Project Analysis,Reseal,96314440,61.13999939,9.109999657
276,T4Run276 Project Analysis,Reseal,97629032,60.75,9.109999657
277,T4Run277 Project Analysis,Reseal,91276632,60.06000137,9.109999657
278,T4Run278 Project Analysis,Reseal,80679992,58.45999908,9.109999657
279,T4Run279 Project Analysis,Reseal,74653424,54.41999817,9.109999657
280,T4Run280 Project Analysis,Reseal,57465136,49.18000031,9.109999657
281,T4Run281 Project Analysis,Reseal,578432448,300.0799866,10.48999977
282,T4Run282 Project Analysis,Reseal,565515648,303.8299866,10.48999977
283,T4Run283 Project Analysis,Reseal,573607040,297.8999939,10.48999977
284,T4Run284 Project Analysis,Reseal,537940800,298.7600098,10.48999977
285,T4Run285 Project Analysis,Reseal,479144288,292.9299927,10.48999977
286,T4Run286 Project Analysis,Reseal,449663968,262.4899902,10.48999977
287,T4Run287 Project Analysis,Reseal,356993536,234.7799988,10.48999977
288,T4Run288 Project Analysis,Reseal,1580052736,-9999.990234,12.06999969
289,T4Run289 Project Analysis,Reseal,1541573248,-9999.990234,12.06999969
290,T4Run290 Project Analysis,Reseal,1567222144,-9999.990234,12.06999969
291,T4Run291 Project Analysis,Reseal,1465337984,-9999.990234,12.06999969
292,T4Run292 Project Analysis,Reseal,1302404224,-9999.990234,12.06999969
293,T4Run293 Project Analysis,Reseal,1227892608,-9999.990234,12.06999969
294,T4Run294 Project Analysis,Reseal,975364800,-9999.990234,12.06999969
295,T4Run295 Project Analysis,Reseal,67870888,70.26999664,11.88000011
296,T4Run296 Project Analysis,Reseal,65848288,69.30999756,11.88000011
297,T4Run297 Project Analysis,Reseal,67294240,69.72000122,11.88000011
