Run,Run Title,Alternative,NPV,IRR,AVE_IRI,
233,T3Run233 Project Analysis,Regravelling,22962028,-9999.990234,6.760000229,233
234,T3Run234 Project Analysis,Regravelling,23061444,-9999.990234,7.25,234
235,T3Run235 Project Analysis,Regravelling,22436498,-9999.990234,6.789999962,235
236,T3Run236 Project Analysis,Regravelling,20203170,-9999.990234,6.78000021,236
237,T3Run237 Project Analysis,Regravelling,22733936,-9999.990234,7.039999962,237
238,T3Run238 Project Analysis,Regravelling,20257304,849.9699707,6.75,238
239,T3Run239 Project Analysis,Regravelling,56872852,-9999.990234,8.079999924,239
240,T3Run240 Project Analysis,Regravelling,58917356,-9999.990234,7.449999809,240
241,T3Run241 Project Analysis,Regravelling,63497608,-9999.990234,7.639999866,241
242,T3Run242 Project Analysis,Regravelling,57977152,-9999.990234,7.489999771,242
243,T3Run243 Project Analysis,Regravelling,57230736,-9999.990234,7.090000153,243
244,T3Run244 Project Analysis,Regravelling,63753820,-9999.990234,7.400000095,244
245,T3Run245 Project Analysis,Regravelling,58175196,-9999.990234,7.110000134,245
246,T3Run246 Project Analysis,Regravelling,299887680,-9999.990234,9.840000153,246
247,T3Run247 Project Analysis,Regravelling,283038656,-9999.990234,9.569999695,247
248,T3Run248 Project Analysis,Regravelling,302619328,-9999.990234,9.979999542,248
249,T3Run249 Project Analysis,Regravelling,307337952,-9999.990234,9.140000343,249
250,T3Run250 Project Analysis,Regravelling,285546560,-9999.990234,9.130000114,250
251,T3Run251 Project Analysis,Regravelling,310073984,-9999.990234,9.869999886,251
252,T3Run252 Project Analysis,Regravelling,291335104,-9999.990234,9.529999733,252
253,T3Run253 Project Analysis,Regravelling,32609536,-9999.990234,6.690000057,253
254,T3Run254 Project Analysis,Regravelling,30352810,-9999.990234,6.639999866,254
255,T3Run255 Project Analysis,Regravelling,33170232,-9999.990234,6.710000038,255
256,T3Run256 Project Analysis,Regravelling,29695272,-9999.990234,6.659999847,256
257,T3Run257 Project Analysis,Regravelling,26683752,-9999.990234,6.659999847,257
258,T3Run258 Project Analysis,Regravelling,29955714,-9999.990234,6.800000191,258
259,T3Run259 Project Analysis,Regravelling,25028786,566.9199829,6.840000153,259
260,T3Run260 Project Analysis,Regravelling,84349912,-9999.990234,7.159999847,260
261,T3Run261 Project Analysis,Regravelling,79180464,-9999.990234,7.079999924,261
262,T3Run262 Project Analysis,Regravelling,85679512,-9999.990234,7.199999809,262
263,T3Run263 Project Analysis,Regravelling,77822216,-9999.990234,7.110000134,263
264,T3Run264 Project Analysis,Regravelling,70745704,-9999.990234,7.099999905,264
265,T3Run265 Project Analysis,Regravelling,78404816,-9999.990234,7.349999905,265
266,T3Run266 Project Analysis,Regravelling,66860756,-9999.990234,7.400000095,266
267,T3Run267 Project Analysis,Regravelling,374024128,-9999.990234,9.489999771,267
268,T3Run268 Project Analysis,Regravelling,353078848,-9999.990234,9.260000229,268
269,T3Run269 Project Analysis,Regravelling,377760032,-9999.990234,9.609999657,269
270,T3Run270 Project Analysis,Regravelling,379808896,-9999.990234,8.859999657,270
271,T3Run271 Project Analysis,Regravelling,352535616,-9999.990234,8.850000381,271
272,T3Run272 Project Analysis,Regravelling,382318496,-9999.990234,9.489999771,272
273,T3Run273 Project Analysis,Regravelling,329560160,-9999.990234,9.630000114,273
274,T3Run274 Project Analysis,Regravelling,35941372,-9999.990234,6.599999905,274
275,T3Run275 Project Analysis,Regravelling,33591616,868.8400269,6.559999943,275
276,T3Run276 Project Analysis,Regravelling,36523724,-9999.990234,6.619999886,276
277,T3Run277 Project Analysis,Regravelling,32867558,812.1900024,6.579999924,277
278,T3Run278 Project Analysis,Regravelling,29436458,613.1599731,6.570000172,278
279,T3Run279 Project Analysis,Regravelling,32845842,714.9299927,6.679999828,279
280,T3Run280 Project Analysis,Regravelling,27493426,490.7900085,6.710000038,280
281,T3Run281 Project Analysis,Regravelling,92233088,-9999.990234,6.96999979,281
282,T3Run282 Project Analysis,Regravelling,86684840,-9999.990234,6.909999847,282
283,T3Run283 Project Analysis,Regravelling,93628256,-9999.990234,7,283
284,T3Run284 Project Analysis,Regravelling,84811728,-9999.990234,6.929999828,284
285,T3Run285 Project Analysis,Regravelling,77034448,-9999.990234,6.929999828,285
286,T3Run286 Project Analysis,Regravelling,85264744,-9999.990234,7.119999886,286
287,T3Run287 Project Analysis,Regravelling,72919920,-9999.990234,7.170000076,287
288,T3Run288 Project Analysis,Regravelling,414411488,-9999.990234,9.039999962,288
289,T3Run289 Project Analysis,Regravelling,391325600,-9999.990234,8.840000153,289
290,T3Run290 Project Analysis,Regravelling,418625888,-9999.990234,9.149999619,290
291,T3Run291 Project Analysis,Regravelling,382140576,-9999.990234,8.909999847,291
292,T3Run292 Project Analysis,Regravelling,354921984,-9999.990234,8.899999619,292
293,T3Run293 Project Analysis,Regravelling,384997792,-9999.990234,9.539999962,293
294,T3Run294 Project Analysis,Regravelling,332095584,-9999.990234,9.68999958,294
295,T3Run295 Project Analysis,Regravelling,35073372,606.7600098,6.690000057,295
296,T3Run296 Project Analysis,Regravelling,32953130,569.1099854,6.650000095,296
297,T3Run297 Project Analysis,Regravelling,35508692,617.0900269,6.699999809,297
298,T3Run298 Project Analysis,Regravelling,32089944,559.6199951,6.659999847,298
299,T3Run299 Project Analysis,Regravelling,28651660,477.8500061,6.659999847,299
300,T3Run300 Project Analysis,Regravelling,31220460,521.1799927,6.769999981,300
301,T3Run301 Project Analysis,Regravelling,26342470,436.2099915,6.800000191,301
302,T3Run302 Project Analysis,Regravelling,87926904,-9999.990234,7.050000191,302
303,T3Run303 Project Analysis,Regravelling,82974504,-9999.990234,7,303
304,T3Run304 Project Analysis,Regravelling,89030360,-9999.990234,7.090000153,304
305,T3Run305 Project Analysis,Regravelling,80814296,-9999.990234,7.019999981,305
306,T3Run306 Project Analysis,Regravelling,73107320,-9999.990234,7.010000229,306
307,T3Run307 Project Analysis,Regravelling,79448688,-9999.990234,7.199999809,307
308,T3Run308 Project Analysis,Regravelling,68566392,-9999.990234,7.25,308
309,T3Run309 Project Analysis,Regravelling,382478400,-9999.990234,9.100000381,309
310,T3Run310 Project Analysis,Regravelling,362101056,-9999.990234,8.899999619,310
311,T3Run311 Project Analysis,Regravelling,385281888,-9999.990234,9.210000038,311
312,T3Run312 Project Analysis,Regravelling,351550304,-9999.990234,8.970000267,312
313,T3Run313 Project Analysis,Regravelling,324497920,-9999.990234,8.960000038,313
314,T3Run314 Project Analysis,Regravelling,345797056,-9999.990234,9.600000381,314
315,T3Run315 Project Analysis,Regravelling,302616032,-9999.990234,9.75,315
316,T3Run316 Project Analysis,Regravelling,29023792,-9999.990234,7.28000021,316
317,T3Run317 Project Analysis,Regravelling,29137674,-9999.990234,6.829999924,317
318,T3Run318 Project Analysis,Regravelling,29428426,-9999.990234,7.340000153,318
319,T3Run319 Project Analysis,Regravelling,28491908,-9999.990234,6.860000134,319
320,T3Run320 Project Analysis,Regravelling,25773124,-9999.990234,6.849999905,320
321,T3Run321 Project Analysis,Regravelling,28871548,-9999.990234,7.130000114,321
322,T3Run322 Project Analysis,Regravelling,25673668,-9999.990234,6.840000153,322
323,T3Run323 Project Analysis,Regravelling,71152624,-9999.990234,8.25,323
324,T3Run324 Project Analysis,Regravelling,72993448,-9999.990234,7.599999905,324
325,T3Run325 Project Analysis,Regravelling,78619240,-9999.990234,7.809999943,325
326,T3Run326 Project Analysis,Regravelling,71798048,-9999.990234,7.650000095,326
327,T3Run327 Project Analysis,Regravelling,70452176,-9999.990234,7.239999771,327
328,T3Run328 Project Analysis,Regravelling,78319928,-9999.990234,7.579999924,328
329,T3Run329 Project Analysis,Regravelling,71065248,-9999.990234,7.289999962,329
330,T3Run330 Project Analysis,Regravelling,346512096,-9999.990234,10.35000038,330
331,T3Run331 Project Analysis,Regravelling,327955104,-9999.990234,10.05000019,331
332,T3Run332 Project Analysis,Regravelling,349526336,-9999.990234,10.51000023,332
333,T3Run333 Project Analysis,Regravelling,352608960,-9999.990234,9.640000343,333
334,T3Run334 Project Analysis,Regravelling,329299968,-9999.990234,9.619999886,334
335,T3Run335 Project Analysis,Regravelling,356397984,-9999.990234,10.47000027,335
336,T3Run336 Project Analysis,Regravelling,331965728,-9999.990234,10.14999962,336
337,T3Run337 Project Analysis,Regravelling,29023792,-9999.990234,7.28000021,337
338,T3Run338 Project Analysis,Regravelling,29137674,-9999.990234,6.829999924,338
339,T3Run339 Project Analysis,Regravelling,29428426,-9999.990234,7.340000153,339
340,T3Run340 Project Analysis,Regravelling,28491908,-9999.990234,6.860000134,340
341,T3Run341 Project Analysis,Regravelling,25773124,-9999.990234,6.849999905,341
342,T3Run342 Project Analysis,Regravelling,28871548,-9999.990234,7.130000114,342
343,T3Run343 Project Analysis,Regravelling,25673668,-9999.990234,6.840000153,343
344,T3Run344 Project Analysis,Regravelling,71152624,-9999.990234,8.25,344
345,T3Run345 Project Analysis,Regravelling,72993448,-9999.990234,7.599999905,345
346,T3Run346 Project Analysis,Regravelling,78619240,-9999.990234,7.809999943,346
347,T3Run347 Project Analysis,Regravelling,71798048,-9999.990234,7.650000095,347
348,T3Run348 Project Analysis,Regravelling,70452176,-9999.990234,7.239999771,348
349,T3Run349 Project Analysis,Regravelling,78319928,-9999.990234,7.579999924,349
350,T3Run350 Project Analysis,Regravelling,71065248,-9999.990234,7.289999962,350
