Run,Run Title,Alternative,NPV,IRR,AVE_IRI,
244 ,T6Run244 Project Analysis,Overlay,136216544,108.9700012,2.779999971,488
245 ,T6Run245 Project Analysis,Overlay,115398832,99.51000214,2.799999952,490
246 ,T6Run246 Project Analysis,Overlay,542166656,286.1400146,2.910000086,492
247 ,T6Run247 Project Analysis,Overlay,549067840,299.9299927,2.920000076,494
248 ,T6Run248 Project Analysis,Overlay,545501888,293.8800049,2.910000086,496
249 ,T6Run249 Project Analysis,Overlay,548964544,316.0100098,2.940000057,498
250 ,T6Run250 Project Analysis,Overlay,515940960,306.5899963,2.970000029,500
251 ,T6Run251 Project Analysis,Overlay,482930368,308.230011,2.980000019,502
252 ,T6Run252 Project Analysis,Overlay,409126496,282.2200012,3.019999981,504
253 ,T6Run253 Project Analysis,Overlay,66539228,54.95999908,3.160000086,506
254 ,T6Run254 Project Analysis,Overlay,68117096,56.83000183,3.160000086,508
255 ,T6Run255 Project Analysis,Overlay,67196256,56.06000137,3.160000086,510
256 ,T6Run256 Project Analysis,Overlay,68615440,58.84999847,3.160000086,512
257 ,T6Run257 Project Analysis,Overlay,64385244,57.13000107,3.170000076,514
258 ,T6Run258 Project Analysis,Overlay,59015780,55.61999893,3.170000076,516
259 ,T6Run259 Project Analysis,Overlay,48525892,50.52999878,3.170000076,518
260 ,T6Run260 Project Analysis,Overlay,417611552,194.1199951,3.319999933,520
261 ,T6Run261 Project Analysis,Overlay,421992064,203.1199951,3.319999933,522
262 ,T6Run262 Project Analysis,Overlay,419334592,199.8399963,3.319999933,524
263 ,T6Run263 Project Analysis,Overlay,419100128,213.6100006,3.329999924,526
264 ,T6Run264 Project Analysis,Overlay,391926624,205.9700012,3.329999924,528
265 ,T6Run265 Project Analysis,Overlay,363337056,201.9100037,3.339999914,530
266 ,T6Run266 Project Analysis,Overlay,303639328,181.1699982,3.349999905,532
267 ,T6Run267 Project Analysis,Overlay,1508491648,518.2999878,3.49000001,534
268 ,T6Run268 Project Analysis,Overlay,1510366464,544.7999878,3.5,536
269 ,T6Run269 Project Analysis,Overlay,1508967424,535,3.5,538
270 ,T6Run270 Project Analysis,Overlay,1481657344,576.8800049,3.50999999,540
271 ,T6Run271 Project Analysis,Overlay,1370132736,558.4400024,3.529999971,542
272 ,T6Run272 Project Analysis,Overlay,1273907584,544.5599976,3.539999962,544
273 ,T6Run273 Project Analysis,Overlay,1055377920,488.4500122,3.559999943,546
274 ,T6Run274 Project Analysis,Overlay,147810592,67.33999634,3.319999933,548
275 ,T6Run275 Project Analysis,Overlay,149038016,69.61000061,3.329999924,550
276 ,T6Run276 Project Analysis,Overlay,148162688,68.44000244,3.319999933,552
277 ,T6Run277 Project Analysis,Overlay,147241808,71.83000183,3.329999924,554
278 ,T6Run278 Project Analysis,Overlay,136706704,70.23999786,3.329999924,556
279 ,T6Run279 Project Analysis,Overlay,125094624,66.83000183,3.329999924,558
280 ,T6Run280 Project Analysis,Overlay,102110400,60.63000107,3.339999914,560
281 ,T6Run281 Project Analysis,Overlay,761666816,233.8600006,3.720000029,562
282 ,T6Run282 Project Analysis,Overlay,762728704,244.9199982,3.730000019,564
283 ,T6Run283 Project Analysis,Overlay,761332160,239.7100067,3.730000019,566
284 ,T6Run284 Project Analysis,Overlay,747977600,256.8599854,3.74000001,567
285 ,T6Run285 Project Analysis,Overlay,692921600,250.7700043,3.75999999,570
286 ,T6Run286 Project Analysis,Overlay,639415552,239.3999939,3.769999981,572
287 ,T6Run287 Project Analysis,Overlay,527879744,215.8699951,3.789999962,574
288 ,T6Run288 Project Analysis,Overlay,2146547712,618.5499878,5.050000191,576
289 ,T6Run289 Project Analysis,Overlay,2132016768,649.1099854,5.070000172,578
290 ,T6Run290 Project Analysis,Overlay,2137500800,633.460022,5.059999943,580
291 ,T6Run291 Project Analysis,Overlay,2066687744,680.039978,5.099999905,582
292 ,T6Run292 Project Analysis,Overlay,1894430080,664.2000122,5.150000095,584
293 ,T6Run293 Project Analysis,Overlay,1746294272,628.5100098,5.159999847,586
294 ,T6Run294 Project Analysis,Overlay,1423941120,563.6500244,5.239999771,588
295 ,T6Run295 Project Analysis,Overlay,194954032,96.79000092,4.639999866,590
296 ,T6Run296 Project Analysis,Overlay,193965024,98.62000275,4.639999866,592
297 ,T6Run297 Project Analysis,Overlay,194017552,96.94000244,4.639999866,594
298 ,T6Run298 Project Analysis,Overlay,188034704,98.56999969,4.650000095,596
299 ,T6Run299 Project Analysis,Overlay,172543856,96.06999969,4.650000095,598
300 ,T6Run300 Project Analysis,Overlay,156657808,86.81999969,4.650000095,600
301 ,T6Run301 Project Analysis,Overlay,125664824,76.48000336,4.659999847,602
302 ,T6Run302 Project Analysis,Overlay,876561152,345.4599915,5.300000191,604
303 ,T6Run303 Project Analysis,Overlay,869003584,355.1099854,5.309999943,606
304 ,T6Run304 Project Analysis,Overlay,871402368,346.9500122,5.300000191,608
305 ,T6Run305 Project Analysis,Overlay,839309312,357.4899902,5.320000172,610
306 ,T6Run306 Project Analysis,Overlay,769590912,349.1900024,5.340000153,612
307 ,T6Run307 Project Analysis,Overlay,704951808,311.6600037,5.349999905,614
308 ,T6Run308 Project Analysis,Overlay,571606656,273.2200012,5.380000114,616
309 ,T6Run309 Project Analysis,Overlay,2299184640,-9999.990234,6.619999886,618
310 ,T6Run310 Project Analysis,Overlay,2264499968,-9999.990234,6.630000114,620
311 ,T6Run311 Project Analysis,Overlay,2281232128,-9999.990234,6.619999886,622
312 ,T6Run312 Project Analysis,Overlay,2169751296,-9999.990234,6.659999847,624
313 ,T6Run313 Project Analysis,Overlay,1967521280,-9999.990234,6.699999809,626
314 ,T6Run314 Project Analysis,Overlay,1813902464,801.539978,6.710000038,628
315 ,T6Run315 Project Analysis,Overlay,1456844800,697.6199951,6.769999981,630
316 ,T6Run316 Project Analysis,Overlay,22514826,43.02999878,2.75,632
317 ,T6Run317 Project Analysis,Overlay,23696348,44.31999969,2.75,634
318 ,T6Run318 Project Analysis,Overlay,23066310,43.75,2.75,636
319 ,T6Run319 Project Analysis,Overlay,24666442,45.49000168,2.75999999,638
320 ,T6Run320 Project Analysis,Overlay,23492426,43.97999954,2.75999999,640
321 ,T6Run321 Project Analysis,Overlay,21784336,43.29999924,2.75999999,642
322 ,T6Run322 Project Analysis,Overlay,18177112,39.50999832,2.769999981,644
323 ,T6Run323 Project Analysis,Overlay,237896128,117.7600021,2.75999999,646
324 ,T6Run324 Project Analysis,Overlay,241007648,121.5699997,2.769999981,648
325 ,T6Run325 Project Analysis,Overlay,239328992,119.75,2.769999981,650
326 ,T6Run326 Project Analysis,Overlay,240705072,125.1100006,2.779999971,652
327 ,T6Run327 Project Analysis,Overlay,225496576,120.5899963,2.799999952,654
328 ,T6Run328 Project Analysis,Overlay,210893840,120.2300034,2.799999952,656
329 ,T6Run329 Project Analysis,Overlay,177706384,110.2600021,2.819999933,658
330 ,T6Run330 Project Analysis,Overlay,827753344,318.0100098,2.950000048,660
331 ,T6Run331 Project Analysis,Overlay,834413888,333.9400024,2.960000038,662
332 ,T6Run332 Project Analysis,Overlay,831122432,326.7399902,2.960000038,664
333 ,T6Run333 Project Analysis,Overlay,828962176,353.1400146,2.99000001,666
334 ,T6Run334 Project Analysis,Overlay,774743552,344.8299866,3.029999971,668
335 ,T6Run335 Project Analysis,Overlay,724664832,347.3299866,3.029999971,670
336 ,T6Run336 Project Analysis,Overlay,609886144,321.2000122,3.079999924,672
337 ,T6Run337 Project Analysis,Overlay,23649006,43.66999817,2.75999999,674
338 ,T6Run338 Project Analysis,Overlay,24829530,44.91999817,2.75999999,676
339 ,T6Run339 Project Analysis,Overlay,24191686,44.36000061,2.75999999,678
340 ,T6Run340 Project Analysis,Overlay,25764656,46.06999969,2.75999999,680
341 ,T6Run341 Project Analysis,Overlay,24542242,44.59000015,2.769999981,682
342 ,T6Run342 Project Analysis,Overlay,22693578,43.84000015,2.769999981,684
343 ,T6Run343 Project Analysis,Overlay,18921506,40.00999832,2.769999981,686
344 ,T6Run344 Project Analysis,Overlay,254047888,129.6499939,2.789999962,688
345 ,T6Run345 Project Analysis,Overlay,257178016,133.9700012,2.799999952,690
346 ,T6Run346 Project Analysis,Overlay,255485760,132,2.789999962,692
