Run,Run Title,Alternative,NPV,IRR,AVE_IRI,
300 ,T6Run300 Project Analysis,Reseal,9194581,32.22999954,12.97000027,599
301 ,T6Run301 Project Analysis,Reseal,4986822.5,25.02000046,12.97000027,601
302 ,T6Run302 Project Analysis,Reseal,87558696,139.5299988,13.47999954,603
303 ,T6Run303 Project Analysis,Reseal,85238888,137.4600067,13.47999954,605
304 ,T6Run304 Project Analysis,Reseal,86768000,137.6999969,13.47999954,607
305 ,T6Run305 Project Analysis,Reseal,80402968,131.3699951,13.47999954,609
306 ,T6Run306 Project Analysis,Reseal,70125976,125.8600006,13.48999977,611
307 ,T6Run307 Project Analysis,Reseal,65784772,111.3099976,13.48999977,613
308 ,T6Run308 Project Analysis,Reseal,50037360,94.80000305,13.48999977,615
309 ,T6Run309 Project Analysis,Reseal,248073248,376.6600037,14.02999973,617
310 ,T6Run310 Project Analysis,Reseal,241913840,370.4299927,14.02999973,619
311 ,T6Run311 Project Analysis,Reseal,246170176,371.5400085,14.02999973,621
312 ,T6Run312 Project Analysis,Reseal,229070720,353.2600098,14.02999973,623
313 ,T6Run313 Project Analysis,Reseal,201355184,338.8299866,14.02999973,625
314 ,T6Run314 Project Analysis,Reseal,190707968,297.4400024,14.02999973,627
315 ,T6Run315 Project Analysis,Reseal,149520048,250.8300018,14.02999973,629
316 ,T6Run316 Project Analysis,Reseal,-984251.63,10.06999969,4.809999943,631
317 ,T6Run317 Project Analysis,Reseal,-897005.88,10.23999977,4.809999943,633
318 ,T6Run318 Project Analysis,Reseal,-1014633.5,9.979999542,4.809999943,635
319 ,T6Run319 Project Analysis,Reseal,-996378.63,9.979999542,4.820000172,637
320 ,T6Run320 Project Analysis,Reseal,-1261090.25,9.430000305,4.820000172,639
321 ,T6Run321 Project Analysis,Reseal,-1932812.13,7.659999847,4.820000172,641
322 ,T6Run322 Project Analysis,Reseal,-2852105.25,4.860000134,4.820000172,643
323 ,T6Run323 Project Analysis,Reseal,159281600,54.33000183,4.579999924,645
324 ,T6Run324 Project Analysis,Reseal,158617088,54.95000076,4.590000153,647
325 ,T6Run325 Project Analysis,Reseal,158548448,54.54999924,4.590000153,649
326 ,T6Run326 Project Analysis,Reseal,154291648,55.34000015,4.590000153,651
327 ,T6Run327 Project Analysis,Reseal,141828720,54.11000061,4.599999905,653
328 ,T6Run328 Project Analysis,Reseal,130248416,53.20000076,4.610000134,655
329 ,T6Run329 Project Analysis,Reseal,105383312,49.84000015,4.619999886,657
330 ,T6Run330 Project Analysis,Reseal,605458816,95.01999664,4.889999866,659
331 ,T6Run331 Project Analysis,Reseal,601126144,97.69000244,4.909999847,661
332 ,T6Run332 Project Analysis,Reseal,602796288,96.12999725,4.900000095,663
333 ,T6Run333 Project Analysis,Reseal,583603200,100.3700027,4.929999828,665
334 ,T6Run334 Project Analysis,Reseal,534221536,98.11000061,4.96999979,667
