Run,TG,Co,Tv,GE,,NPV,IRR,AVE_IRI,NPV DELTA,IRR DELTA,AVE_IRI DELTA,NPV DELTA,IRR DELTA,AVE_IRI DELTA,NPV DELTA,IRR DELTA,AVE_IRI DELTA,NPV DELTA,IRR DELTA,AVE_IRI DELTA
197,2,4,1,0,,657693120,456.0700073,4.090000153,,,,"519,613,856",348,0.13,113534848,174,0.52,"71,164,928",25,0
198,2,4,1,1,,654290176,457.9100037,4.090000153,3402944,1.8399964,0,"516,764,384",349,0.13,110781504,170,0.52,"70,623,552",25,0
199,2,4,1,2,,656240384,455.7200012,4.090000153,1950208,2.1900025,0,"518,459,584",348,0.13,112843840,173,0.52,"70,996,864",25,0
200,2,4,1,3,,636765952,450.8800049,4.090000153,19474432,4.8399963,0,"502,977,968",344,0.13,105467072,163,0.52,"68,668,480",25,0
201,2,4,1,4,,581679552,423.25,4.090000153,55086400,27.6300049,0,"460,099,320",322,0.13,92046272,146,0.52,"62,701,376",23,0
202,2,4,1,5,,542394624,389.769989,4.090000153,39284928,33.480011,0,"430,488,256",296,0.13,89633888,138,0.52,"58,769,824",22,0
203,2,4,1,6,,441444672,324.2000122,4.090000153,100949952,65.5699768,0,"352,738,992",245,0.13,70674528,106,0.52,"48,110,304",18, -   
204,2,4,2,0,,1800963840,-9999.990234,4.349999905,,,,"1,143,270,720","10,456",0.26,161768576,0,0.53,"183,336,320", -   ,0
205,2,4,2,1,,1788862336,-9999.990234,4.349999905,12101504,0,0,"1,134,572,160","10,458",0.26,157865344,0,0.53,"181,835,264", -   ,0
206,2,4,2,2,,1796587392,-9999.990234,4.349999905,7725056,0,0,"1,140,347,008","10,456",0.26,160866816,0,0.53,"182,861,440", -   ,0
207,2,4,2,3,,1738099968,-9999.990234,4.349999905,58487424,0,0,"1,101,334,016","10,451",0.26,149736576,0,0.52,"176,465,152", -   ,0
208,2,4,2,4,,1584833920,-9999.990234,4.349999905,153266048,0,0,"1,003,154,368","10,423",0.26,129233152,0,0.52,"160,899,072", -   ,0
209,2,4,2,5,,1483684736,-9999.990234,4.349999905,101149184,0,0,"941,290,112","10,390",0.26,127127552,10837,0.52,"150,807,168", -   ,0
210,2,4,2,6,,1212364800,-9999.990234,4.349999905,271319936,0,0,"770,920,128","10,324",0.26,101565952,10702,0.52,"123,436,416", -   ,0
211,3,0,0,0,,4384027.5,14.89000034,2.339999914,,,,"1,796,579,813","10,015",2.01,133695236.5,93,1.62,"6,593,735",5,0
212,3,0,0,1,,5383668.5,15.5,2.339999914,999641,0.60999966,0,"1,783,478,668","10,015",2.01,132142123.5,93,1.62,"6,854,433",5,0
213,3,0,0,2,,4857349,15.18000031,2.339999914,526319.5,0.31999969,0,"1,791,730,043","10,015",2.01,132923451,93,1.62,"6,705,628",5,0
214,3,0,0,3,,6212419,15.96000004,2.339999914,1355070,0.77999973,0,"1,731,887,549","10,016",2.01,127575565,91,1.62,"7,049,719",5,0
215,3,0,0,4,,5112136,15.31999969,2.339999914,1100283,0.64000035,0,"1,579,721,784","10,015",2.01,116468096,86,1.62,"6,774,995",5,0
216,3,0,0,5,,4109120.5,14.77000046,2.339999914,1003015.5,0.54999923,0,"1,479,575,616","10,015",2.01,107797247.5,79,1.62,"6,364,815",5,0
217,3,0,0,6,,1186834.38,12.85999966,2.339999914,2922286.12,1.9100008,0,"1,211,177,966","10,013",2.01,87518845.62,66,1.62,"5,537,787",5,0
218,3,0,1,0,,136792720,40.90999985,2.390000105,,,,"132,408,693",26,0.05,520900400,415,1.7,"58,080,304",6,0
219,3,0,1,1,,140309520,41.68999863,2.390000105,3516800,0.77999878,0,"134,925,852",26,0.05,513980656,416,1.7,"58,608,216",6,0
220,3,0,1,2,,138367792,41.27999878,2.390000105,1941728,0.40999985,0,"133,510,443",26,0.05,517872592,414,1.7,"58,360,864",6,0
221,3,0,1,3,,142044416,42.29999924,2.390000105,3676624,1.02000046,0,"135,831,997",26,0.05,494721536,409,1.7,"58,308,752",6,0
222,3,0,1,4,,133478896,41.22999954,2.390000105,8565520,1.0699997,0,"128,366,760",26,0.05,448200656,382,1.7,"54,455,024",6,0
223,3,0,1,5,,124794880,40.70999908,2.390000105,8684016,0.52000046,0,"120,685,760",26,0.05,417599744,349,1.7,"51,160,624",6,0
224,3,0,1,6,,104231256,38.02999878,2.390000105,20563624,2.6800003,0,"103,044,422",25,0.05,337213416,286,1.7,"43,179,192",6,0
225,3,0,2,0,,546507136,74.62000275,2.539999962,,,,"409,714,416",34,0.15,1254456704,10075,1.81,"211,787,328",9,0
226,3,0,2,1,,555939840,76.98000336,2.539999962,9432704,2.36000061,0,"415,630,320",35,0.15,1232922496,10077,1.81,"212,689,600",9,0
227,3,0,2,2,,551011712,75.73999786,2.539999962,4928128,1.2400055,0,"412,643,920",34,0.15,1245575680,10076,1.81,"212,255,200",9,0
228,3,0,2,3,,559498752,79.59999847,2.539999962,8487040,3.86000061,0,"417,454,336",37,0.15,1178601216,10080,1.81,"210,326,944",10,0
229,3,0,2,4,,528083552,78.25,2.539999962,31415200,1.34999847,0,"394,604,656",37,0.15,1056750368,10078,1.81,"195,668,384",10,0
230,3,0,2,5,,496761280,78.23000336,2.539999962,31322272,0.01999664,0,"371,966,400",38,0.15,986923456,10078,1.81,"183,425,376",10,0
231,3,0,2,6,,423282688,74.05999756,2.549999952,73478592,4.1700058,0.00999999,"319,051,432",36,0.16,789082112,10074,1.8,"153,999,488",9,0
232,3,1,0,0,,4985023,15.22999954,2.339999914,,,,"541,522,113",59,0.2,600995.5,0,0,"6,866,361",5,0
233,3,1,0,1,,5992328,15.81999969,2.339999914,1007305,0.59000015,0,"549,947,512",61,0.2,608659.5,0,0,"7,130,445",5,0
234,3,1,0,2,,5456690,15.52000046,2.339999914,535638,0.29999923,0,"545,555,022",60,0.2,599341,0,0,"6,977,737",5,0
235,3,1,0,3,,6811232.5,16.29000092,2.339999914,1354542.5,0.77000046,0,"552,687,520",63,0.2,598813.5,0,0,"7,321,645",5,0
236,3,1,0,4,,5686381,15.63000011,2.339999914,1124851.5,0.66000081,0,"522,397,171",63,0.2,574245,0,0,"7,036,055",5,0
237,3,1,0,5,,4610972,15.05000019,2.339999914,1075409,0.57999992,0,"492,150,308",63,0.2,501851.5,0,0,"6,593,460",5,0
238,3,1,0,6,,1607035.38,13.14000034,2.339999914,3003936.62,1.90999985,0,"421,675,653",61,0.21,420201,0,0,"5,729,166",5,0
239,3,1,1,0,,148294144,43.02999878,2.390000105,,,,"143,309,121",28,0.05,11501424,2,0,"61,771,776",6,0
240,3,1,1,1,,151893408,43.86000061,2.390000105,3599264,0.83000183,0,"145,901,080",28,0.05,11583888,2,0,"62,344,136",6,0
241,3,1,1,2,,149891136,43.43999863,2.390000105,2002272,0.42000198,0,"144,434,446",28,0.05,11523344,2,0,"62,056,800",6,0
242,3,1,1,3,,153482608,44.52000046,2.390000105,3591472,1.08000183,0,"146,671,376",28,0.05,11438192,2,0,"62,015,392",6,0
243,3,1,1,4,,143966096,43.34000015,2.390000105,9516512,1.18000031,0,"138,279,715",28,0.05,10487200,2,0,"57,853,632",6,0
244,3,1,1,5,,134636976,42.79999924,2.390000105,9329120,0.54000091,0,"130,026,004",28,0.05,9842096,2,0,"54,360,912",6,0
245,3,1,1,6,,112334760,39.91999817,2.390000105,22302216,2.88000107,0,"110,727,725",27,0.05,8103504,2,0,"45,793,780",6,0
246,3,1,2,0,,561935232,78.73999786,2.529999971,,,,"413,641,088",36,0.14,15428096,4,0.01,"194,800,192",6,0
247,3,1,2,1,,571076288,81.26999664,2.529999971,9141056,2.52999878,0,"419,182,880",37,0.14,15136448,4,0.01,"195,323,584",6,0
248,3,1,2,2,,566304192,79.94999695,2.529999971,4772096,1.31999969,0,"416,413,056",37,0.14,15292480,4,0.01,"195,121,504",6,0
249,3,1,2,3,,573674880,83.94000244,2.539999962,7370688,3.99000549,0.009999991,"420,192,272",39,0.15,14176128,4,0,"192,669,120",6,0
250,3,1,2,4,,540134400,82.12000275,2.539999962,33540480,1.81999969,0,"396,168,304",39,0.15,12050848,4,0,"178,918,720",6,0
251,3,1,2,5,,507736928,82.05999756,2.539999962,32397472,0.06000519,0,"373,099,952",39,0.15,10975648,4,0,"167,545,184",6,0
252,3,1,2,6,,431467008,77.11000061,2.539999962,76269920,4.94999695,0,"319,132,248",37,0.15,8184320,3,0.01,"140,419,520",6,0
253,3,2,0,0,,60288588,39.81000137,2.880000114,,,,"501,646,644",39,0.35,55303565,25,0.54,"19,432,132",5, -   
254,3,2,0,1,,61856180,40.91999817,2.880000114,1567592,1.1099968,0,"509,220,108",40,0.35,55863852,25,0.54,"19,671,004",5, -   
255,3,2,0,2,,60899132,40.38000107,2.880000114,957048,0.5399971,0,"505,405,060",40,0.35,55442442,25,0.54,"19,503,760",5, -   
256,3,2,0,3,,62254964,41.93000031,2.880000114,1355832,1.54999924,0,"511,419,916",42,0.34,55443731.5,26,0.54,"19,554,420",5, -   
257,3,2,0,4,,57900328,40.70999908,2.880000114,4354636,1.22000123,0,"482,234,072",41,0.34,52213947,25,0.54,"18,350,228",5, -   
258,3,2,0,5,,52556840,39.20000076,2.880000114,5343488,1.50999832,0,"455,180,088",43,0.34,47945868,24,0.54,"17,001,400",5, -   
259,3,2,0,6,,41933536,35.40999985,2.880000114,10623304,3.79000091,0,"389,533,472",42,0.34,40326500.62,22,0.54,"14,296,106",5, -   
260,3,2,1,0,,412552224,132.5899963,2.970000029,,,,"352,263,636",93,0.09,264258080,90,0.58,"114,539,616",15,0
261,3,2,1,1,,416981312,138.4199982,2.970000029,4429088,5.8300019,0,"355,125,132",98,0.09,265087904,95,0.58,"114,729,088",16,0
262,3,2,1,2,,414130944,135.7799988,2.970000029,2850368,2.6399994,0,"353,231,812",95,0.09,264239808,92,0.58,"114,553,280",15,0
263,3,2,1,3,,413787232,144.6399994,2.970000029,343712,8.8600006,0,"351,532,268",103,0.09,260304624,100,0.58,"112,532,864",16,0
264,3,2,1,4,,386075168,139.9900055,2.970000029,27712064,4.6499939,0,"328,174,840",99,0.09,242109072,97,0.58,"104,277,792",16,0
265,3,2,1,5,,357695808,135.4799957,2.970000029,28379360,4.5100098,0,"305,138,968",96,0.09,223058832,93,0.58,"97,051,408",15,0
266,3,2,1,6,,297362784,121.4899979,2.970000029,60333024,13.9899978,0,"255,429,248",86,0.09,185028024,82,0.58,"80,391,712",14,0
267,3,2,2,0,,1510772608,359.3299866,3.140000105,,,,"1,098,220,384",227,0.17,948837376,281,0.61,"383,981,824",41,0
268,3,2,2,1,,1513190016,376.0599976,3.140000105,2417408,16.730011,0,"1,096,208,704",238,0.17,942113728,295,0.61,"382,378,496",42,0
269,3,2,2,2,,1511163904,367.8399963,3.140000105,2026112,8.2200013,0,"1,097,032,960",232,0.17,944859712,288,0.61,"383,246,208",42,0
270,3,2,2,3,,1484592384,393.1199951,3.140000105,26571520,25.2799988,0,"1,070,805,152",248,0.17,910917504,309,0.6,"371,830,144",44,0
271,3,2,2,4,,1372372096,381.1499939,3.140000105,112220288,11.9700012,0,"986,296,928",241,0.17,832237696,299,0.6,"341,155,904",43,0
272,3,2,2,5,,1277373184,365.8099976,3.140000105,94998912,15.3399963,0,"919,677,376",230,0.17,769636256,284,0.6,"318,874,560",41,0
273,3,2,2,6,,1057999040,326.6600037,3.140000105,219374144,39.1499939,0,"760,636,256",205,0.17,626532032,250,0.6,"262,082,304",37,0
274,3,3,0,0,,132009232,75.61000061,3.440000057,,,,"1,378,763,376",284,0.3,71720644,36,0.56,"33,451,008",8,0
275,3,3,0,1,,132411608,77.02999878,3.440000057,402376,1.41999817,0,"1,380,778,408",299,0.3,70555428,36,0.56,"33,399,080",8,0
276,3,3,0,2,,131957944,75.94000244,3.440000057,453664,1.08999634,0,"1,379,205,960",292,0.3,71058812,36,0.56,"33,404,736",8,0
277,3,3,0,3,,129714672,77.29000092,3.440000057,2243272,1.34999848,0,"1,354,877,712",316,0.3,67459708,35,0.56,"32,629,936",9,0
278,3,3,0,4,,119283904,74.79000092,3.440000057,10430768,2.5,0,"1,253,088,192",306,0.3,61383576,34,0.56,"30,097,648",8,0
279,3,3,0,5,,108953520,69.33999634,3.440000057,10330384,5.45000458,0,"1,168,419,664",296,0.3,56396680,30,0.56,"27,993,760",8,0
280,3,3,0,6,,87375104,61.25999832,3.440000057,21578416,8.07999802,0,"970,623,936",265,0.3,45441568,26,0.56,"23,063,508",7,0
281,3,3,1,0,,702602240,317.1499939,3.579999924,,,,"570,593,008",242,0.14,290050016,185,0.61,"158,443,968",35,0
282,3,3,1,1,,701162496,323.4100037,3.579999924,1439744,6.2600098,0,"568,750,888",246,0.14,284181184,185,0.61,"157,653,824",36,0
283,3,3,1,2,,701496832,318.2399902,3.579999924,334336,5.1700135,0,"569,538,888",242,0.14,287365888,182,0.61,"158,100,288",35,0
284,3,3,1,3,,684662464,323.2399902,3.579999924,16834368,5,0,"554,947,792",246,0.14,270875232,179,0.61,"153,363,584",36,0
285,3,3,1,4,,630130112,311.9200134,3.579999924,54532352,11.3199768,0,"510,846,208",237,0.14,244054944,172,0.61,"140,496,832",34,0
286,3,3,1,5,,583954688,282.8200073,3.579999924,46175424,29.1000061,0,"475,001,168",213,0.14,226258880,147,0.61,"131,193,952",31,0
287,3,3,1,6,,478390944,244.6799927,3.579999924,105563744,38.1400146,0,"391,015,840",183,0.14,181028160,123,0.61,"107,620,800",27,0
288,3,3,2,0,,2066699264,-9999.990234,3.880000114,,,,"1,364,097,024","10,317",0.3,555926656,10359,0.74,"427,504,000", -   ,0
289,3,3,2,1,,2055135744,-9999.990234,3.880000114,11563520,0,0,"1,353,973,248","10,323",0.3,541945728,10376,0.74,"424,138,752", -   ,0
290,3,3,2,2,,2062000384,-9999.990234,3.880000114,6864640,0,0,"1,360,503,552","10,318",0.3,550836480,10368,0.74,"426,279,808", -   ,0
291,3,3,2,3,,2000547328,-9999.990234,3.880000114,61453056,0,0,"1,315,884,864","10,323",0.3,515954944,10393,0.74,"412,183,936", -   ,0
292,3,3,2,4,,1831280512,-9999.990234,3.880000114,169266816,0,0,"1,201,150,400","10,312",0.3,458908416,10381,0.74,"375,679,744", -   ,0
293,3,3,2,5,,1708411520,-9999.990234,3.880000114,122868992,0,0,"1,124,456,832","10,283",0.3,431038336,10366,0.74,"351,854,336","10,837",0
294,3,3,2,6,,1399131648,794.3599854,3.880000114,309279872,10794.35022,0,"920,740,704",550,0.3,341132608,468,0.74,"288,332,800",93,0
295,3,4,0,0,,177701696,120.6299973,3.960000038,,,,"1,888,997,568","10,121",0.08,45692464,45,0.52,"39,622,432",13, -   
296,3,4,0,1,,176920880,121.2399979,3.960000038,780816,0.6100006,0,"1,878,214,864","10,121",0.08,44509272,44,0.52,"39,395,088",13, -   
297,3,4,0,2,,177309520,120.5800018,3.960000038,388640,0.6599961,0,"1,884,690,864","10,121",0.08,45351576,45,0.52,"39,528,720",13, -   
298,3,4,0,3,,172148208,119.6699982,3.960000038,5161312,0.9100036,0,"1,828,399,120","10,120",0.08,42433536,42,0.52,"38,360,224",12, -   
299,3,4,0,4,,156671360,113.4100037,3.960000038,15476848,6.2599945,0,"1,674,609,152","10,113",0.08,37387456,39,0.52,"35,091,128",12, -   
300,3,4,0,5,,144694240,104.6999969,3.960000038,11977120,8.7100068,0,"1,563,717,280","10,105",0.08,35740720,35,0.52,"32,787,872",11, -   
301,3,4,0,6,,115592200,88.94000244,3.960000038,29102040,15.75999446,0,"1,283,539,448",705,0.08,28217096,28,0.52,"26,886,520",10, -   
302,3,4,1,0,,822169280,504.2600098,4.090000153,,,,"644,467,584",384,0.13,119567040,187,0.51,"164,476,160",48, -   
303,3,4,1,1,,817639168,506.2999878,4.090000153,4530112,2.039978,0,"640,718,288",385,0.13,116476672,183,0.51,"163,348,992",48, -   
304,3,4,1,2,,820325632,503.8699951,4.090000153,2686464,2.4299927,0,"643,016,112",383,0.13,118828800,186,0.51,"164,085,248",48, -   
305,3,4,1,3,,795608448,498.5499878,4.090000153,24717184,5.3200073,0,"623,460,240",379,0.13,110945984,175,0.51,"158,842,496",48, -   
306,3,4,1,4,,726867264,468.0799866,4.090000153,68741184,30.4700012,0,"570,195,904",355,0.13,96737152,156,0.51,"145,187,712",45, -   
307,3,4,1,5,,678227072,431.0599976,4.090000153,48640192,37.019989,0,"533,532,832",326,0.13,94272384,148,0.51,"135,832,448",41, -   
308,3,4,1,6,,552722752,358.6300049,4.090000153,125504320,72.4299927,0,"437,130,552",270,0.13,74331808,114,0.51,"111,278,080",34, -   
309,3,4,2,0,,2233258752,-9999.990234,4.409999847,,,,"1,411,089,472","10,504",0.32,166559488,0,0.53,"432,294,912", -   ,0
310,3,4,2,1,,2217433600,-9999.990234,4.409999847,15825152,0,0,"1,399,794,432","10,506",0.32,162297856,0,0.53,"428,571,264", -   ,0
311,3,4,2,2,,2227760128,-9999.990234,4.409999847,10326528,0,0,"1,407,434,496","10,504",0.32,165759744,0,0.53,"431,172,736", -   ,0
312,3,4,2,3,,2154349312,-9999.990234,4.409999847,73410816,0,0,"1,358,740,864","10,499",0.32,153801984,0,0.53,"416,249,344", -   ,0
313,3,4,2,4,,1964439040,-9999.990234,4.409999847,189910272,0,0,"1,237,571,776","10,468",0.32,133158528,0,0.53,"379,605,120", -   ,0
314,3,4,2,5,,1839107456,-9999.990234,4.409999847,125331584,0,0,"1,160,880,384","10,431",0.32,130695936,0,0.53,"355,422,720", -   ,0
315,3,4,2,6,,1503726848,-9999.990234,4.409999847,335380608,0,0,"951,004,096","10,359",0.32,104595200,10794,0.53,"291,362,048", -   ,0
316,4,0,0,0,,14318056,19.53000069,2.339999914,,,,"2,218,940,696","10,020",2.07,163383640,101,1.62,"9,934,029",5, -   
317,4,0,0,1,,15658970,20.09000015,2.339999914,1340914,0.55999946,0,"2,201,774,630","10,020",2.07,161261910,101,1.62,"10,275,302",5, -   
318,4,0,0,2,,14926740,19.79999924,2.339999914,732230,0.29000091,0,"2,212,833,388","10,020",2.07,162382780,101,1.62,"10,069,391",5, -   
319,4,0,0,3,,16702699,20.54999924,2.339999914,1775959,0.75,0,"2,137,646,613","10,021",2.07,155445509,99,1.62,"10,490,280",5, -   
320,4,0,0,4,,15200837,19.87000084,2.339999914,1501862,0.6799984,0,"1,949,238,203","10,020",2.07,141470523,94,1.62,"10,088,701",5, -   
321,4,0,0,5,,13491281,19.29999924,2.339999914,1709556,0.5700016,0,"1,825,616,175","10,019",2.07,131202959,85,1.62,"9,382,161",5, -   
322,4,0,0,6,,9305694,17.37999916,2.339999914,4185587,1.92000008,0,"1,494,421,154","10,017",2.07,106286506,72,1.62,"8,118,860",5, -   
323,4,0,1,0,,237345376,47.47000122,2.400000095,,,,"223,027,320",28,0.06,584823904,457,1.69,"100,552,656",7,0
324,4,0,1,1,,241181840,48.25,2.400000095,3836464,0.77999878,0,"225,522,870",28,0.06,576457328,458,1.69,"100,872,320",7,0
325,4,0,1,2,,239069216,47.83000183,2.400000095,2112624,0.41999817,0,"224,142,476",28,0.06,581256416,456,1.69,"100,701,424",7,0
326,4,0,1,3,,241505392,48.84999847,2.410000086,2436176,1.01999664,0.009999991,"224,802,693",28,0.07,554103056,450,1.68,"99,460,976",7,0
327,4,0,1,4,,225544000,47.68000031,2.410000086,15961392,1.16999816,0,"210,343,163",28,0.07,501323264,420,1.68,"92,065,104",6,0
328,4,0,1,5,,211057648,47.11000061,2.410000086,14486352,0.5699997,0,"197,566,367",28,0.07,467169424,384,1.68,"86,262,768",6,0
329,4,0,1,6,,176272480,44.25,2.410000086,34785168,2.86000061,0,"166,966,786",27,0.07,376450272,314,1.68,"72,041,224",6,0
330,4,0,2,0,,854337024,84.41999817,2.569999933,,,,"616,991,648",37,0.17,1378921728,10084,1.84,"307,829,888",10,0
331,4,0,2,1,,863999488,87.05000305,2.569999933,9662464,2.63000488,0,"622,817,648",39,0.17,1353434112,10087,1.84,"308,059,648",10,0
332,4,0,2,2,,859129344,85.66999817,2.569999933,4870144,1.38000488,0,"620,060,128",38,0.17,1368630784,10086,1.84,"308,117,632",10,0
333,4,0,2,3,,862512192,90,2.569999933,3382848,4.33000183,0,"621,006,800",41,0.16,1291837120,10090,1.84,"303,013,440",10,0
334,4,0,2,4,,808455168,88.55000305,2.579999924,54057024,1.44999695,0.009999991,"582,911,168",41,0.17,1155983872,10089,1.83,"280,371,616",10,0
335,4,0,2,5,,759328192,88.55000305,2.579999924,49126976,0,0,"548,270,544",41,0.17,1079779264,10089,1.83,"262,566,912",10,0
336,4,0,2,6,,642355136,83.93000031,2.579999924,116973056,4.62000274,0,"466,082,656",40,0.17,861371712,10084,1.83,"219,072,448",10,0
337,4,1,0,0,,15493634,19.93000031,2.339999914,,,,"838,843,390",64,0.23,1175578,0,0,"10,508,611",5, -   
338,4,1,0,1,,16834934,20.5,2.339999914,1341300,0.56999969,0,"847,164,554",67,0.23,1175964,0,0,"10,842,606",5, -   
339,4,1,0,2,,16094101,20.20000076,2.339999914,740833,0.29999924,0,"843,035,243",65,0.23,1167361,0,0,"10,637,411",5, -   
340,4,1,0,3,,17843996,20.92000008,2.339999914,1749895,0.71999932,0,"844,668,196",69,0.23,1141297,0,0,"11,032,764",5, -   
341,4,1,0,4,,16289627,20.25,2.339999914,1554369,0.67000008,0,"792,165,541",68,0.24,1088790,0,0,"10,603,246",5, -   
342,4,1,0,5,,14439257,19.65999985,2.339999914,1850370,0.59000015,0,"744,888,935",69,0.24,947976,0,0,"9,828,285",5, -   
343,4,1,0,6,,10081856,17.70999908,2.339999914,4357401,1.95000077,0,"632,273,280",66,0.24,776162,0,0,"8,474,821",5, -   
344,4,1,1,0,,255190848,50.20000076,2.400000095,,,,"239,697,214",30,0.06,17845472,3,0,"106,896,704",7,0
345,4,1,1,1,,259094992,51.06000137,2.400000095,3904144,0.86000061,0,"242,260,058",31,0.06,17913152,3,0,"107,201,584",7,0
346,4,1,1,2,,256944832,50.61999893,2.400000095,2150160,0.44000244,0,"240,850,731",30,0.06,17875616,3,0,"107,053,696",7,0
347,4,1,1,3,,259016848,51.74000168,2.410000086,2072016,1.12000275,0.009999991,"241,172,852",31,0.07,17511456,3,0,"105,534,240",7,0
348,4,1,1,4,,241544512,50.41999817,2.410000086,17472336,1.32000351,0,"225,254,885",30,0.07,16000512,3,0,"97,578,416",7,0
349,4,1,1,5,,226044624,49.84000015,2.410000086,15499888,0.57999802,0,"211,605,367",30,0.07,14986976,3,0,"91,407,648",7,0
350,4,1,1,6,,188531120,46.70000076,2.410000086,37513504,3.13999939,0,"178,449,264",29,0.07,12258640,2,0,"76,196,360",7,0
351,4,1,2,0,,874969472,89.77999878,2.569999933,,,,"619,778,624",40,0.17,20632448,5,0,"313,034,240",11,0
352,4,1,2,1,,884287232,92.65000153,2.569999933,9317760,2.87000275,0,"625,192,240",42,0.17,20287744,6,0,"313,210,944",11,0
353,4,1,2,2,,879618816,91.15000153,2.569999933,4668416,1.5,0,"622,673,984",41,0.17,20489472,5,0,"313,314,624",11,0
354,4,1,2,3,,881630464,95.69000244,2.569999933,2011648,4.54000091,0,"622,613,616",44,0.16,19118272,6,0,"307,955,584",12,0
355,4,1,2,4,,824621120,93.63999939,2.579999924,57009344,2.05000305,0.009999991,"583,076,608",43,0.17,16165952,5,0,"284,486,720",12,0
356,4,1,2,5,,774367040,93.61000061,2.579999924,50254080,0.02999878,0,"548,322,416",44,0.17,15038848,5,0,"266,630,112",12,0
357,4,1,2,6,,653770880,88.02999878,2.579999924,120596160,5.58000183,0,"465,239,760",41,0.17,11415744,4,0,"222,303,872",11,0
358,4,2,0,0,,86688800,45.09000015,2.890000105,,,,"788,280,672",45,0.32,71195166,25,0.55,"26,400,212",5,0
359,4,2,0,1,,88519728,46.31999969,2.890000105,1830928,1.22999954,0,"795,767,504",46,0.32,71684794,26,0.55,"26,663,548",5,0
360,4,2,0,2,,87376872,45.72000122,2.890000105,1142856,0.59999847,0,"792,241,944",45,0.32,71282771,26,0.55,"26,477,740",5,0
361,4,2,0,3,,88669680,47.45000076,2.890000105,1292808,1.72999954,0,"792,960,784",48,0.32,70825684,27,0.55,"26,414,716",6,0
362,4,2,0,4,,82615344,46.13000107,2.890000105,6054336,1.31999969,0,"742,005,776",48,0.31,66325717,26,0.55,"24,715,016",5,0
363,4,2,0,5,,75509920,44.56999969,2.890000105,7105424,1.56000138,0,"698,857,120",49,0.31,61070663,25,0.55,"22,953,080",5,0
364,4,2,0,6,,61134112,40.54000092,2.890000105,14375808,4.02999877,0,"592,636,768",47,0.31,51052256,23,0.55,"19,200,576",5,0
365,4,2,1,0,,566627584,147.3500061,2.99000001,,,,"479,938,784",102,0.1,311436736,97,0.59,"154,075,360",15,0
366,4,2,1,1,,570980928,153.7599945,2.99000001,4353344,6.4099884,0,"482,461,200",107,0.1,311885936,103,0.59,"153,999,616",15,0
367,4,2,1,2,,568101888,150.8699951,2.99000001,2879040,2.8899994,0,"480,725,016",105,0.1,311157056,100,0.59,"153,970,944",15,0
368,4,2,1,3,,564675456,160.6199951,2.99000001,3426432,9.75,0,"476,005,776",113,0.1,305658608,109,0.58,"150,888,224",16,0
369,4,2,1,4,,525305664,155.5099945,2.99000001,39369792,5.1100006,0,"442,690,320",109,0.1,283761152,105,0.58,"139,230,496",16,0
370,4,2,1,5,,487304000,150.5700073,2.99000001,38001664,4.9399872,0,"411,794,080",106,0.1,261259376,101,0.58,"129,608,192",15,0
371,4,2,1,6,,404634272,135.1600037,2.99000001,82669728,15.4100036,0,"343,500,160",95,0.1,216103152,88,0.58,"107,271,488",14,0
372,4,2,2,0,,2015755520,405.1700134,3.180000067,,,,"1,449,127,936",258,0.19,1140786048,315,0.61,"504,982,912",46,0
373,4,2,2,1,,2014934016,423.6499939,3.180000067,821504,18.4799805,0,"1,443,953,088",270,0.19,1130646784,331,0.61,"501,744,000",48,0
374,4,2,2,2,,2014975104,414.4599915,3.180000067,41088,9.1900024,0,"1,446,873,216",264,0.19,1135356288,323,0.61,"503,811,200",47,0
375,4,2,2,3,,1973417984,442.2600098,3.180000067,41557120,27.8000183,0,"1,408,742,528",282,0.19,1091787520,347,0.61,"488,825,600",49,0
376,4,2,2,4,,1819754624,428.980011,3.180000067,153663360,13.2799988,0,"1,294,448,960",273,0.19,995133504,335,0.6,"447,382,528",48,0
377,4,2,2,5,,1694294528,411.1900024,3.180000067,125460096,17.7900086,0,"1,206,990,528",261,0.19,919927488,318,0.6,"416,921,344",45,0
378,4,2,2,6,,1401500416,367.3699951,3.180000067,292794112,43.8200073,0,"996,866,144",232,0.19,747729536,279,0.6,"343,501,376",41,0
379,4,3,0,0,,175275424,84.37000275,3.440000057,,,,"1,840,480,096",321,0.26,88586624,39,0.55,"43,266,192",9, -   
380,4,3,0,1,,175580320,85.95999908,3.440000057,304896,1.58999633,0,"1,839,353,696",338,0.26,87060592,40,0.55,"43,168,712",9, -   
381,4,3,0,2,,175157552,84.73999786,3.440000057,422768,1.22000122,0,"1,839,817,552",330,0.26,87780680,39,0.55,"43,199,608",9, -   
382,4,3,0,3,,171829632,86.26999664,3.440000057,3327920,1.52999878,0,"1,801,588,352",356,0.26,83159952,39,0.55,"42,114,960",9, -   
383,4,3,0,4,,158084000,83.56999969,3.440000057,13745632,2.69999695,0,"1,661,670,624",345,0.26,75468656,37,0.55,"38,800,096",9, -   
384,4,3,0,5,,145046528,77.55999756,3.440000057,13037472,6.01000213,0,"1,549,248,000",334,0.26,69536608,33,0.55,"36,093,008",8, -   
385,4,3,0,6,,117088040,68.76000214,3.440000057,27958488,8.79999542,0,"1,284,412,376",299,0.26,55953928,28,0.55,"29,712,936",8, -   
386,4,3,1,0,,906228544,356.4299927,3.599999905,,,,"730,953,120",272,0.16,339600960,209,0.61,"203,626,304",39,0
